,iter,loss,acc,val_loss,val_acc,profit_home,best_home,margin_home,profit_draw,bets_draw,margin_draw,profit_away,bets_away,margin_away
0,0.0,1.0655065774917603,0.45348837971687317,1.2576548482742778,0.4794478628533018,-0.47999999999999976,4.0,-0.11999999999999994,-2.0100000000000002,9.0,-0.22333333333333336,-20.579999999999995,103.0,-0.1998058252427184
1,100.0,0.9605087041854858,0.5406976938247681,0.9698305393289204,0.5349693152070777,7.220000000000001,20.0,0.36100000000000004,-1.7999999999999998,5.0,-0.36,2.2799999999999994,10.0,0.22799999999999992
2,200.0,0.9599294066429138,0.5290697813034058,0.9672651788208382,0.5377300538899709,6.880000000000001,18.0,0.38222222222222224,0.5,3.0,0.16666666666666666,-4.17,15.0,-0.27799999999999997
3,300.0,0.9594859480857849,0.5290697813034058,0.9657142410980412,0.5420245436802964,9.19,20.0,0.45949999999999996,-1.2999999999999998,8.0,-0.16249999999999998,1.2700000000000005,23.0,0.05521739130434784
4,400.0,0.960036039352417,0.5406976938247681,0.965341335059675,0.5371165608335857,7.0,12.0,0.5833333333333334,-0.5,4.0,-0.125,-2.29,16.0,-0.143125
5,500.0,0.9609366059303284,0.5232558250427246,0.9650013282255161,0.5377300569981885,1.0100000000000005,10.0,0.10100000000000005,-1.1099999999999999,8.0,-0.13874999999999998,-2.29,16.0,-0.143125
6,600.0,0.9581531882286072,0.5348837375640869,0.9648494508368838,0.5429447889328003,-4.699999999999999,8.0,-0.5874999999999999,-1.4,5.0,-0.27999999999999997,-1.17,12.0,-0.09749999999999999
7,700.0,0.9589428901672363,0.5406976938247681,0.9644584337626498,0.539570542932288,7.84,10.0,0.784,-1.5,5.0,-0.3,-2.62,15.0,-0.17466666666666666
8,800.0,0.9598097205162048,0.5348837375640869,0.9639283667312809,0.5392638009750038,3.7600000000000002,12.0,0.31333333333333335,3.1,4.0,0.775,-2.62,15.0,-0.17466666666666666
9,900.0,0.9596904516220093,0.5348837375640869,0.9640460859047123,0.5398773108523316,0.32000000000000006,13.0,0.02461538461538462,-0.2999999999999998,7.0,-0.04285714285714283,-2.29,16.0,-0.143125
10,1000.0,0.9605298042297363,0.5290697813034058,0.9637284706706649,0.5407975458660008,4.76,11.0,0.4327272727272727,-2.5,6.0,-0.4166666666666667,0.3799999999999999,18.0,0.021111111111111105
11,1100.0,0.958164632320404,0.5406976938247681,0.9632381193476952,0.5392638049974032,1.8700000000000003,8.0,0.23375000000000004,-1.4,5.0,-0.27999999999999997,-2.62,15.0,-0.17466666666666666
12,1200.0,0.9578667283058167,0.5348837375640869,0.9639387053946045,0.5401840476901985,8.120000000000001,12.0,0.6766666666666667,1.1,6.0,0.18333333333333335,-2.62,15.0,-0.17466666666666666
13,1300.0,0.9594487547874451,0.5348837375640869,0.963106992785916,0.536809823995719,0.9000000000000008,15.0,0.06000000000000005,1.1,6.0,0.18333333333333335,-2.29,16.0,-0.143125
14,1400.0,0.960468590259552,0.5348837375640869,0.9632171282738996,0.5411043061069184,3.2500000000000004,11.0,0.29545454545454547,2.1,5.0,0.42000000000000004,-2.29,16.0,-0.143125
15,1500.0,0.9583947658538818,0.5406976938247681,0.9628168640692542,0.5392638075571119,3.5000000000000004,10.0,0.35000000000000003,1.1,6.0,0.18333333333333335,-2.29,16.0,-0.143125
16,1600.0,0.9573867321014404,0.5406976938247681,0.9627653492008982,0.540490802446026,-0.12999999999999945,10.0,-0.012999999999999946,2.3000000000000003,8.0,0.28750000000000003,-2.62,15.0,-0.17466666666666666
17,1700.0,0.9590192437171936,0.5348837375640869,0.9628488443380484,0.5389570451221584,8.0,11.0,0.7272727272727273,1.1,6.0,0.18333333333333335,-2.62,15.0,-0.17466666666666666
18,1800.0,0.9573245048522949,0.5465116500854492,0.9629023689433841,0.5404908039087167,8.120000000000001,12.0,0.6766666666666667,2.3000000000000003,8.0,0.28750000000000003,-1.1199999999999999,12.0,-0.09333333333333332
19,1900.0,0.9598260521888733,0.5232558250427246,0.9629901940105883,0.5407975489742185,4.76,11.0,0.4327272727272727,0.38000000000000034,13.0,0.029230769230769258,-2.29,16.0,-0.143125
20,2000.0,0.9577785134315491,0.5290697813034058,0.9629623699773309,0.5392638009750038,7.120000000000001,13.0,0.5476923076923078,-0.9099999999999997,11.0,-0.0827272727272727,-2.62,15.0,-0.17466666666666666
21,2100.0,0.9561640024185181,0.5406976938247681,0.9625601417447892,0.5395705676151931,8.26,13.0,0.6353846153846153,-1.2999999999999998,8.0,-0.16249999999999998,-0.6199999999999999,13.0,-0.04769230769230769
22,2200.0,0.9592387676239014,0.5406976938247681,0.9628711342811584,0.5417177859990875,0.8700000000000006,9.0,0.09666666666666673,-0.2999999999999998,7.0,-0.04285714285714283,-2.29,16.0,-0.143125
23,2300.0,0.9571154713630676,0.5232558250427246,0.9626131642815525,0.5417178028200301,7.0,12.0,0.5833333333333334,0.38000000000000034,13.0,0.029230769230769258,-2.62,15.0,-0.17466666666666666
24,2400.0,0.9580598473548889,0.5406976938247681,0.962429400967674,0.5401840447648171,8.0,11.0,0.7272727272727273,0.10000000000000009,7.0,0.0142857142857143,-2.62,15.0,-0.17466666666666666
25,2500.0,0.9604282379150391,0.5348837375640869,0.9624164890657905,0.5398773097553136,3.7600000000000002,12.0,0.31333333333333335,-0.9099999999999997,11.0,-0.0827272727272727,-2.29,16.0,-0.143125
26,2600.0,0.9597871899604797,0.5348837375640869,0.9624961918117079,0.5386503031648742,0.010000000000000453,11.0,0.0009090909090909503,-1.2999999999999998,8.0,-0.16249999999999998,-2.62,15.0,-0.17466666666666666
