away-draws,away-goals,away-losses,away-opposition-goals,away-opposition-shots,away-opposition-shots-on-target,away-shots,away-shots-on-target,away-wins,home-draws,home-goals,home-losses,home-opposition-goals,home-opposition-shots,home-opposition-shots-on-target,home-shots,home-shots-on-target,home-wins,odds-away,odds-draw,odds-home,result
2,13,5,26,140,81,134,71,3,4,9,3,11,146,86,77,39,3,3.6,3.3,2.1,D
1,10,6,13,99,53,149,84,3,2,13,5,15,142,77,102,52,3,4.75,3.5,1.8,D
3,11,5,21,124,72,101,59,2,3,23,3,14,148,79,162,98,4,13.0,5.75,1.25,A
1,25,2,10,83,56,151,87,7,3,18,3,13,92,53,146,85,4,3.4,3.3,2.2,A
3,10,4,19,142,86,92,52,3,2,13,3,12,152,76,98,60,5,3.4,3.25,2.2,H
4,18,4,22,137,81,142,82,2,3,14,5,24,158,99,125,71,2,3.25,3.3,2.25,H
3,10,5,20,139,81,92,58,2,1,19,3,8,96,56,155,88,6,19.0,7.0,1.17,H
5,17,1,9,129,77,119,71,4,3,13,4,13,141,80,110,56,3,2.5,3.3,2.88,A
1,23,2,11,81,54,135,81,7,3,15,5,24,114,67,114,75,2,1.5,4.2,7.0,D
2,11,5,12,108,57,141,78,3,1,25,3,10,107,56,177,108,6,19.0,8.0,1.14,H
3,15,4,24,131,75,137,74,3,3,16,4,13,91,53,133,73,3,11.0,4.75,1.33,H
8,18,0,15,101,57,134,71,2,3,23,3,12,126,67,171,104,4,3.25,3.3,2.25,H
4,11,3,15,121,62,89,51,3,2,23,2,12,71,45,138,86,6,15.0,6.0,1.22,H
4,10,3,12,146,89,81,38,3,4,18,1,8,135,75,118,69,5,9.0,4.33,1.4,H
3,21,3,12,125,65,172,99,4,3,9,4,15,131,74,93,49,3,2.2,3.4,3.3,A
1,20,3,8,98,56,154,90,6,5,16,1,9,102,54,115,58,4,1.57,4.0,6.5,H
3,8,5,13,137,73,115,53,2,8,15,1,17,108,56,123,64,1,7.0,4.0,1.53,H
3,12,4,13,92,55,123,66,3,2,12,5,13,117,57,132,69,3,1.62,4.0,5.5,H
2,14,2,11,150,76,99,60,6,5,14,4,20,140,84,125,73,1,4.5,3.5,1.83,D
1,26,2,8,99,50,184,108,7,3,17,5,23,150,87,131,78,2,1.4,4.5,8.5,D
4,16,4,20,113,64,112,71,2,3,8,5,18,141,82,81,48,2,3.6,3.3,2.1,H
2,25,2,9,93,52,192,106,6,3,14,1,10,154,70,91,55,6,1.57,3.8,6.5,D
3,15,5,24,155,99,138,79,2,4,14,5,21,115,70,107,64,1,3.0,3.3,2.38,D
2,21,3,10,126,65,162,92,5,4,17,1,7,98,48,115,59,5,2.5,3.4,2.8,D
3,10,4,17,139,80,82,55,3,3,12,4,13,94,53,118,66,3,11.0,5.5,1.29,H
4,10,3,11,150,90,92,42,3,7,18,1,19,103,55,125,62,2,7.5,4.33,1.44,H
5,14,4,20,134,79,120,63,1,2,9,6,15,131,69,118,55,2,3.0,3.3,2.38,D
2,13,5,13,113,55,134,67,3,4,17,4,22,159,89,125,72,2,3.6,3.3,2.1,H
3,6,5,15,129,71,94,52,2,3,13,5,25,129,74,130,70,2,3.2,3.25,2.3,D
