,iter,loss,acc,val_loss,val_acc,profit_home,best_home,margin_home,profit_draw,bets_draw,margin_draw,profit_away,bets_away,margin_away
0,0.0,1.269837737083435,0.45348837971687317,1.2550694730384218,0.4751533741599943,2.3000000000000003,39.0,0.05897435897435898,0.0,0.0,,-33.86,115.0,-0.29443478260869566
1,100.0,0.9596102833747864,0.5348837375640869,0.969236233483063,0.539877301710515,4.120000000000001,16.0,0.25750000000000006,0.5,3.0,0.16666666666666666,-1.67,11.0,-0.15181818181818182
2,200.0,0.9640925526618958,0.5290697813034058,0.9663944010354258,0.538036810108489,0.010000000000000453,11.0,0.0009090909090909503,-1.0,1.0,-1.0,-3.63,23.0,-0.15782608695652173
3,300.0,0.9567905068397522,0.5348837375640869,0.9657640778945268,0.5398773071956049,-3.9499999999999993,12.0,-0.3291666666666666,1.6,2.0,0.8,-1.17,12.0,-0.09749999999999999
4,400.0,0.9600031971931458,0.5406976938247681,0.9655544158139843,0.5389570513385936,8.0,16.0,0.5,-2.0,2.0,-1.0,-2.29,16.0,-0.143125
5,500.0,0.9576133489608765,0.5406976938247681,0.9648433174092346,0.5407975469630188,-0.9899999999999998,12.0,-0.08249999999999998,-1.4,5.0,-0.27999999999999997,-1.6199999999999999,14.0,-0.1157142857142857
6,600.0,0.9597887396812439,0.5348837375640869,0.9644762270289696,0.5404907830653747,1.5100000000000011,15.0,0.10066666666666674,-1.2999999999999998,8.0,-0.16249999999999998,-1.6199999999999999,14.0,-0.1157142857142857
7,700.0,0.9555755257606506,0.5406976938247681,0.9642313177600229,0.5401840462275078,9.65,12.0,0.8041666666666667,2.3800000000000003,11.0,0.2163636363636364,-4.720000000000001,11.0,-0.42909090909090913
8,800.0,0.957892894744873,0.5348837375640869,0.9641948704339244,0.5395705469546874,7.120000000000001,13.0,0.5476923076923078,1.3800000000000003,12.0,0.11500000000000003,-1.6199999999999999,14.0,-0.1157142857142857
9,900.0,0.9604416489601135,0.5465116500854492,0.9633436517481424,0.5386503210828348,3.2500000000000004,11.0,0.29545454545454547,-2.5,6.0,-0.4166666666666667,-2.29,16.0,-0.143125
10,1000.0,0.9557756781578064,0.5406976938247681,0.9634378991244029,0.5383435440209746,7.0,12.0,0.5833333333333334,0.10000000000000009,7.0,0.0142857142857143,-1.67,11.0,-0.15181818181818182
11,1100.0,0.9617815613746643,0.5348837375640869,0.9636064160820896,0.5398772914716803,1.7500000000000002,7.0,0.25000000000000006,0.10000000000000009,7.0,0.0142857142857143,-2.29,16.0,-0.143125
12,1200.0,0.9596685171127319,0.5348837375640869,0.9631110506555054,0.5420245411205877,5.510000000000001,11.0,0.500909090909091,1.0900000000000003,9.0,0.12111111111111114,-2.62,15.0,-0.17466666666666666
13,1300.0,0.9555543661117554,0.5406976938247681,0.9633820865051878,0.5407975473286916,6.260000000000001,15.0,0.4173333333333334,1.3800000000000003,12.0,0.11500000000000003,-2.11,10.0,-0.211
14,1400.0,0.9609785079956055,0.5290697813034058,0.9627812870441039,0.5411042995248104,1.5000000000000002,13.0,0.1153846153846154,-1.2999999999999998,8.0,-0.16249999999999998,-2.29,16.0,-0.143125
15,1500.0,0.9592960476875305,0.5348837375640869,0.96308399599754,0.5411043046442278,-2.0899999999999994,10.0,-0.20899999999999994,2.1,5.0,0.42000000000000004,-2.62,15.0,-0.17466666666666666
16,1600.0,0.9587425589561462,0.5406976938247681,0.9627322945858072,0.5374233033393789,2.510000000000001,14.0,0.17928571428571435,2.1,5.0,0.42000000000000004,-1.6199999999999999,14.0,-0.1157142857142857
17,1700.0,0.9576020836830139,0.5406976938247681,0.9630212992246897,0.5411042995248104,7.0,12.0,0.5833333333333334,2.3000000000000003,8.0,0.28750000000000003,-1.1199999999999999,12.0,-0.09333333333333332
18,1800.0,0.959912896156311,0.5465116500854492,0.9627843817318875,0.5414110634224546,3.2500000000000004,11.0,0.29545454545454547,0.10000000000000009,7.0,0.0142857142857143,-2.29,16.0,-0.143125
19,1900.0,0.9588735103607178,0.5406976938247681,0.9624256637930139,0.5392638203556552,7.120000000000001,13.0,0.5476923076923078,-1.2999999999999998,8.0,-0.16249999999999998,-2.62,15.0,-0.17466666666666666
20,2000.0,0.9613721966743469,0.5348837375640869,0.9625628857524848,0.5395705546338134,7.120000000000001,13.0,0.5476923076923078,-1.2999999999999998,8.0,-0.16249999999999998,-2.29,16.0,-0.143125
21,2100.0,0.9576631784439087,0.5406976938247681,0.9623373677394141,0.5392638177959466,7.260000000000001,14.0,0.5185714285714286,-0.2999999999999998,7.0,-0.04285714285714283,-0.6199999999999999,13.0,-0.04769230769230769
22,2200.0,0.9578492045402527,0.5406976938247681,0.9623891989146274,0.5401840465931804,7.120000000000001,13.0,0.5476923076923078,2.3000000000000003,8.0,0.28750000000000003,-1.6199999999999999,14.0,-0.1157142857142857
