away-draws,away-goals,away-losses,away-opposition-goals,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-wins,odds-away,odds-draw,odds-home,result
4,7,5,16,1,2010-08-29,5,14,3,17,2,3.1,3.1,2.4,H
0,29,0,6,10,2010-08-29,4,2,6,15,0,1.4,4.33,8.5,A
2,13,4,14,4,2010-08-29,2,18,1,7,7,6.0,3.8,1.57,H
1,16,4,11,5,2010-08-30,1,8,5,12,4,1.75,3.4,5.0,A
0,23,3,12,7,2010-09-10,4,10,3,10,3,1.67,3.5,5.5,H
2,18,1,7,7,2010-09-11,0,29,0,5,10,6.0,3.8,1.57,H
5,14,2,14,3,2010-09-11,1,16,4,11,5,11.0,5.0,1.3,D
1,8,6,15,3,2010-09-12,4,14,3,13,3,4.0,3.2,2.0,H
4,13,2,11,4,2010-09-12,4,7,5,16,1,2.7,3.0,2.8,H
5,8,4,13,1,2010-09-12,2,13,4,14,4,3.75,3.25,2.05,D
4,7,5,16,1,2010-09-18,4,11,3,11,3,5.0,3.4,1.65,H
2,14,3,8,5,2010-09-19,0,23,4,14,6,4.33,3.25,1.8,H
4,8,5,17,1,2010-09-19,1,8,6,17,3,3.25,3.0,2.2,D
2,20,1,9,7,2010-09-19,6,8,3,12,1,1.8,3.25,4.33,D
4,17,2,12,4,2010-09-19,4,2,6,14,0,2.9,3.0,2.4,D
0,29,0,7,10,2010-09-20,4,13,2,11,4,1.53,3.7,6.0,A
2,6,5,13,3,2010-09-24,3,19,1,9,6,7.5,4.2,1.44,H
4,10,2,8,4,2010-09-25,4,19,2,14,4,3.0,3.0,2.5,H
0,21,4,12,6,2010-09-25,4,11,3,10,3,1.73,3.5,5.0,A
5,9,2,11,3,2010-09-25,0,27,0,6,10,17.0,6.5,1.17,H
5,4,5,11,0,2010-09-26,3,7,6,17,1,3.6,3.2,2.1,H
4,12,3,13,3,2010-09-26,2,9,4,10,4,6.5,3.8,1.53,D
6,10,3,14,1,2010-09-27,4,6,5,15,1,2.9,3.1,2.5,H
3,21,2,14,5,2010-10-01,3,7,5,15,2,2.88,3.0,2.6,H
3,6,5,14,2,2010-10-02,4,8,3,12,3,4.2,3.2,1.95,H
3,20,1,9,6,2010-10-03,0,20,4,12,6,5.0,3.4,1.75,H
6,10,3,13,1,2010-10-03,1,7,6,16,3,2.88,3.0,2.6,A
3,8,4,8,3,2010-10-03,5,4,5,11,0,2.88,3.0,2.6,D
0,28,0,6,10,2010-10-04,3,10,3,10,4,1.62,3.6,6.0,D
4,14,3,15,3,2010-10-22,3,20,2,13,5,3.4,3.1,2.25,H
4,11,2,8,4,2010-10-23,3,6,5,15,2,2.38,3.1,3.1,H
4,10,2,11,4,2010-10-23,3,17,2,9,5,5.5,3.75,1.62,H
1,5,7,17,2,2010-10-24,4,6,4,7,2,4.33,3.4,1.85,H
5,4,5,11,0,2010-10-24,4,9,3,9,3,8.0,4.33,1.4,H
3,9,4,14,3,2010-10-25,1,26,0,7,9,13.0,6.25,1.2,H
6,11,2,11,2,2010-10-29,0,14,4,10,6,13.0,5.75,1.22,H
1,26,0,6,9,2010-10-30,3,19,2,13,5,1.5,3.8,7.0,A
3,16,2,10,5,2010-10-30,4,4,6,12,0,1.83,3.4,4.5,H
3,9,3,8,4,2010-10-31,2,9,5,18,3,1.91,3.25,4.2,A
3,6,4,11,3,2010-10-31,3,14,4,16,3,5.0,3.3,1.75,H
3,7,4,7,3,2010-10-31,4,11,2,9,4,3.0,3.1,2.4,D
3,6,6,12,1,2010-11-05,3,6,4,10,3,3.25,3.0,2.38,D
2,12,4,13,4,2010-11-06,6,11,2,12,2,3.1,3.1,2.4,A
2,8,5,15,3,2010-11-07,4,6,4,8,2,4.2,3.25,1.91,D
5,11,2,10,3,2010-11-07,1,5,8,17,1,2.8,3.0,2.7,D
0,15,3,7,7,2010-11-07,1,24,0,5,9,4.33,3.5,1.83,H
3,12,3,10,4,2010-11-08,3,11,2,8,5,6.5,3.8,1.53,A
5,5,4,8,1,2010-11-12,1,12,4,12,5,3.25,3.2,2.25,D
3,11,3,10,4,2010-11-13,3,17,3,13,4,2.15,3.2,3.4,A
2,16,4,14,4,2010-11-13,3,14,2,10,5,2.8,3.2,2.5,H
2,6,7,17,1,2010-11-14,0,13,4,11,6,14.0,6.0,1.2,H
4,8,3,11,3,2010-11-14,3,8,4,12,3,4.2,3.25,1.9,H
5,11,2,11,3,2010-11-14,5,10,2,9,3,3.6,3.2,2.1,D
2,10,6,17,2,2010-11-14,1,25,0,4,9,19.0,7.0,1.14,H
5,9,3,11,2,2010-11-14,4,8,5,13,1,3.3,3.2,2.2,H
3,16,4,14,3,2010-11-26,4,7,4,12,2,2.5,3.2,2.88,A
2,16,2,11,6,2010-11-27,6,5,3,7,1,2.75,3.1,2.6,H
5,11,2,10,3,2010-11-27,5,9,4,14,1,3.4,3.1,2.2,H
1,26,0,4,9,2010-11-27,3,13,2,10,5,2.0,3.25,3.8,D
0,16,3,9,7,2010-11-28,5,12,2,12,3,1.53,3.7,7.0,A
4,11,4,13,2,2010-11-28,2,6,7,20,1,2.88,3.2,2.5,A
2,11,4,12,4,2010-11-28,2,14,5,15,3,5.5,3.4,1.7,H
2,9,4,12,4,2010-11-29,2,9,6,16,2,2.5,3.1,2.9,A
4,10,3,10,3,2010-12-03,0,18,2,8,8,15.0,6.0,1.2,H
4,10,4,14,2,2010-12-04,1,16,3,13,6,5.0,3.5,1.73,D
1,16,5,15,4,2010-12-04,1,11,4,13,5,2.3,3.1,3.25,H
4,13,2,11,4,2010-12-05,2,10,6,17,2,1.57,3.6,6.5,A
5,13,2,12,3,2010-12-05,3,12,4,13,3,3.75,3.1,2.1,D
3,7,5,13,2,2010-12-06,2,24,0,5,8,19.0,7.0,1.14,H
2,5,8,21,0,2010-12-07,2,9,5,13,3,6.0,3.6,1.62,H
6,7,2,6,2,2010-12-08,2,16,4,13,4,3.5,3.25,2.0,A
2,16,4,16,4,2010-12-17,1,16,6,18,3,5.5,3.6,1.65,H
2,14,3,13,5,2010-12-18,6,12,2,12,2,2.8,3.0,2.7,H
4,13,3,12,3,2010-12-18,0,17,2,8,8,15.0,6.0,1.2,H
1,9,7,18,2,2010-12-19,6,12,1,6,3,6.0,3.6,1.6,D
1,14,3,13,6,2010-12-19,2,5,8,20,0,2.7,3.0,2.75,A
2,10,4,11,4,2010-12-19,4,9,4,12,2,2.88,3.0,2.63,D
2,23,0,5,8,2010-12-19,4,9,4,13,2,1.44,4.0,8.0,A
4,13,2,11,4,2010-12-20,3,7,5,11,2,1.67,3.6,5.25,A
2,7,6,14,2,2011-01-07,2,7,7,18,1,3.0,3.2,2.4,A
6,12,1,6,3,2011-01-08,2,23,0,3,8,17.0,6.75,1.17,H
1,19,5,15,4,2011-01-08,3,16,2,11,5,4.2,3.25,1.91,H
3,8,5,15,2,2011-01-09,2,13,5,21,3,3.25,3.1,2.3,D
2,5,8,20,0,2011-01-09,2,14,4,15,4,7.5,3.75,1.5,A
0,21,1,8,9,2011-01-09,1,15,3,12,6,1.67,3.6,5.25,A
5,15,2,14,3,2011-01-09,3,9,3,9,4,4.2,3.25,1.91,D
4,9,4,12,2,2011-01-09,4,14,3,14,3,3.5,3.0,2.25,A
0,18,6,15,4,2011-01-14,2,10,7,20,1,1.67,3.5,5.5,A
4,8,4,12,2,2011-01-15,2,14,5,17,3,4.75,3.4,1.8,H
3,6,5,13,2,2011-01-15,3,18,1,10,6,9.0,4.5,1.36,A
