away-draws,away-goals,away-losses,away-opposition-goals,away-opposition-shots,away-opposition-shots-on-target,away-shots,away-shots-on-target,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-opposition-shots,home-opposition-shots-on-target,home-shots,home-shots-on-target,home-wins,odds-away,odds-draw,odds-home,result
2,21,1,5,116,39,144,45,7,2012-01-22,3,7,6,19,176,62,130,33,1,1.4,4.33,8.5,A
0,9,6,18,165,56,97,40,4,2012-01-22,2,8,6,14,175,51,100,38,2,3.75,3.25,2.05,H
5,21,2,15,111,38,147,55,3,2012-01-22,2,12,6,14,119,45,127,41,2,2.1,3.3,3.5,D
3,11,4,15,123,45,154,53,3,2012-01-22,2,16,2,10,143,45,144,51,6,6.0,3.6,1.62,H
5,12,3,15,114,40,133,37,2,2012-01-28,2,11,5,16,117,44,153,52,3,3.6,3.25,2.1,D
2,17,2,11,144,42,134,50,6,2012-01-28,4,16,0,5,106,38,186,69,6,5.5,3.75,1.62,H
5,11,3,13,138,45,88,35,2,2012-01-29,0,10,6,18,156,56,141,46,4,2.8,3.1,2.6,A
3,12,3,11,121,49,127,41,4,2012-01-29,3,9,3,11,128,38,107,35,4,2.5,3.2,2.88,A
3,9,6,14,128,50,122,35,1,2012-01-29,4,8,4,8,103,27,128,34,2,4.75,3.25,1.83,H
6,21,1,14,100,34,150,58,3,2012-01-29,0,12,6,22,168,60,109,44,4,2.25,3.25,3.2,H
0,19,1,4,103,24,157,51,9,2012-01-29,2,13,6,20,165,60,105,38,2,1.62,3.6,6.0,H
4,7,4,9,109,41,122,40,2,2012-01-29,2,21,1,3,103,32,153,50,7,10.0,5.0,1.3,H
2,6,7,21,186,64,130,32,1,2012-01-29,2,13,5,16,171,53,109,39,3,7.0,3.75,1.53,H
4,9,4,12,127,39,119,41,2,2012-01-29,1,19,3,12,139,45,168,60,6,9.0,4.2,1.4,D
2,18,2,10,135,46,169,59,6,2012-02-01,4,7,4,11,111,45,122,35,2,2.5,3.2,2.88,H
2,12,5,15,165,49,109,39,3,2012-02-01,0,17,2,4,103,24,161,49,8,7.5,4.2,1.44,D
2,20,1,3,98,26,144,47,7,2012-02-01,3,14,3,11,126,51,130,42,4,2.3,3.2,3.2,H
0,10,6,18,160,60,128,43,4,2012-02-01,5,23,2,17,106,37,143,57,3,11.0,5.0,1.29,D
2,13,6,20,160,60,102,39,2,2012-02-01,2,16,3,12,151,42,130,46,5,7.0,4.2,1.44,H
3,8,4,14,131,43,109,36,3,2012-02-02,2,6,7,21,175,61,126,32,1,2.75,3.1,2.63,A
1,20,2,8,105,29,164,49,7,2012-02-04,2,18,3,14,135,49,162,56,5,3.0,3.2,2.4,H
6,13,2,15,113,37,134,36,2,2012-02-05,3,8,4,14,127,42,113,40,3,3.3,3.1,2.3,A
2,18,2,11,146,41,124,48,6,2012-02-05,4,10,3,8,99,28,129,40,3,3.0,3.2,2.4,H
2,16,3,11,117,47,136,45,5,2012-02-05,0,14,6,24,166,63,106,44,4,2.8,3.25,2.5,H
3,9,6,14,126,51,113,34,1,2012-02-05,4,15,0,6,109,39,194,70,6,11.0,5.0,1.3,D
5,9,3,10,138,41,115,40,2,2012-02-05,2,13,6,20,152,60,107,40,2,3.2,3.2,2.3,D
5,22,2,16,104,37,146,66,3,2012-02-05,1,20,2,5,102,30,142,48,7,5.0,3.5,1.73,D
4,10,3,11,110,43,129,37,3,2012-02-05,2,7,7,22,175,63,126,34,1,2.63,3.1,2.8,D
5,11,3,13,141,43,90,38,2,2012-02-05,3,16,4,16,166,49,112,42,3,4.5,3.4,1.83,H
2,20,3,13,130,49,158,56,5,2012-02-08,3,10,5,16,115,41,146,50,2,2.25,3.2,3.25,D
1,9,6,18,161,65,123,44,3,2012-02-09,2,18,3,13,109,47,132,45,5,7.5,3.75,1.5,H
3,16,4,17,154,46,129,49,3,2012-02-11,4,9,3,10,113,45,128,34,3,3.6,3.2,2.1,H
2,16,2,5,103,27,145,48,6,2012-02-11,2,18,3,14,152,46,125,51,5,2.88,3.2,2.5,A
3,13,5,19,143,55,108,40,2,2012-02-12,4,10,4,13,145,45,93,37,2,4.5,3.4,1.83,D
0,17,5,24,168,63,110,46,5,2012-02-12,4,11,4,13,108,35,150,50,2,3.5,3.25,2.1,H
3,5,7,21,176,61,123,32,0,2012-02-12,1,20,2,11,105,29,153,49,7,13.0,5.5,1.25,A
3,9,4,12,122,42,116,43,3,2012-02-13,5,19,2,13,108,35,145,60,3,6.0,4.0,1.53,H
3,21,2,12,137,51,162,59,5,2012-02-13,3,7,6,12,142,55,102,27,1,2.3,3.25,3.1,H
0,17,5,26,166,63,118,48,5,2012-02-15,4,9,4,12,139,45,95,39,2,3.5,3.3,2.1,H
5,14,0,6,100,33,196,72,5,2012-02-15,6,13,2,16,110,40,123,37,2,1.8,3.4,4.75,D
5,17,2,11,108,34,139,56,3,2012-02-17,3,13,3,10,101,34,140,46,4,3.25,3.0,2.38,A
6,9,2,9,136,42,105,37,2,2012-02-17,1,18,3,12,103,31,161,49,6,8.0,4.0,1.44,A
4,14,3,11,115,37,148,51,3,2012-02-18,5,11,0,3,96,27,201,69,5,9.0,5.0,1.33,H
2,16,2,6,111,31,142,48,6,2012-02-19,1,9,7,21,167,67,119,40,2,1.53,3.8,6.5,A
2,9,5,14,127,46,115,44,3,2012-02-19,0,15,6,27,161,65,115,44,4,4.0,3.4,1.91,A
3,8,5,11,140,53,101,30,2,2012-02-19,4,11,4,15,138,51,107,37,2,3.0,3.2,2.4,H
3,10,4,12,138,43,97,40,3,2012-02-19,3,6,6,18,183,59,118,31,1,2.75,3.2,2.6,D
2,18,3,15,107,47,121,42,5,2012-02-19,2,17,5,19,150,51,139,51,3,3.0,3.2,2.4,H
7,12,1,14,115,38,113,34,2,2012-02-19,3,21,2,10,125,48,166,59,5,6.0,3.75,1.57,H
4,10,3,11,112,43,140,38,3,2012-02-19,2,18,4,16,152,50,129,51,4,4.0,3.4,1.95,D
3,13,3,11,107,35,137,43,4,2012-02-21,5,11,2,8,133,42,109,39,3,3.0,3.0,2.5,H
4,14,4,14,133,45,140,50,2,2012-02-22,3,9,5,14,137,54,97,30,2,3.6,3.2,2.1,A
6,12,2,15,127,43,95,33,2,2012-02-25,0,15,6,27,154,64,126,47,4,3.6,3.2,2.1,D
5,12,0,4,102,32,201,72,5,2012-02-25,1,17,2,5,113,31,146,51,7,3.3,3.25,2.2,D
2,21,2,9,109,42,171,63,6,2012-02-26,3,9,4,11,144,43,97,41,3,2.38,3.25,3.0,H
3,16,4,15,149,51,126,49,3,2012-02-26,5,12,2,8,131,41,105,39,3,3.0,3.0,2.5,A
4,13,3,13,137,52,104,35,3,2012-02-26,4,10,3,11,112,41,137,39,3,4.75,3.4,1.8,A
3,5,6,17,184,60,121,33,1,2012-02-26,4,15,3,13,140,48,136,45,3,6.5,3.8,1.53,H
1,10,7,22,155,66,131,42,2,2012-02-26,2,9,4,12,126,45,116,49,4,4.0,3.2,2.0,H
3,10,4,13,110,38,128,40,3,2012-02-26,2,16,4,18,105,45,130,49,4,3.6,3.25,2.1,H
1,17,4,15,109,34,159,47,5,2012-02-26,4,19,2,10,113,34,139,57,4,4.33,3.4,1.83,H
2,22,4,19,149,55,139,51,4,2012-02-26,3,9,5,13,136,52,98,38,2,3.4,3.2,2.2,H
2,8,4,12,126,43,119,45,4,2012-03-03,5,12,0,4,100,31,194,66,5,10.0,5.25,1.29,D
2,16,2,6,121,31,140,48,6,2012-03-03,2,23,4,21,143,55,139,53,4,1.73,3.6,4.75,A
3,6,6,18,181,57,124,34,1,2012-03-04,4,11,3,9,127,42,103,37,3,5.0,3.5,1.73,H
1,9,8,23,161,63,122,38,1,2012-03-04,3,10,4,12,94,34,130,42,3,7.5,3.75,1.5,H
3,17,3,13,142,48,151,50,4,2012-03-04,1,16,5,16,110,35,154,46,4,5.5,3.5,1.67,D
1,15,6,28,149,64,134,47,3,2012-03-04,3,12,3,11,142,54,103,34,4,3.4,3.3,2.15,D
4,19,1,7,105,31,138,56,5,2012-03-04,6,14,2,17,138,47,92,32,2,2.1,3.2,3.6,A
1,15,4,16,107,45,122,46,5,2012-03-04,2,19,3,12,100,42,172,60,5,3.5,3.3,2.1,A
4,11,3,11,106,37,143,41,3,2012-03-04,3,13,4,12,127,51,103,42,3,3.6,3.2,2.1,H
2,11,4,10,144,39,98,45,4,2012-03-04,2,17,4,14,145,47,127,51,4,5.5,3.5,1.67,D
6,11,0,5,100,32,188,59,4,2012-03-07,4,11,2,7,121,37,111,41,4,1.73,3.5,5.0,D
4,17,3,15,152,52,145,48,3,2012-03-07,1,9,8,24,161,65,112,36,1,2.8,3.0,2.7,D
2,10,4,10,92,34,126,41,4,2012-03-07,5,12,3,16,137,47,100,32,2,3.75,3.1,2.1,D
2,14,5,17,112,37,145,45,3,2012-03-09,2,9,4,13,137,48,119,43,4,2.6,3.2,2.75,A
4,11,3,12,110,39,140,38,3,2012-03-09,4,15,1,7,114,30,129,51,5,7.0,3.75,1.53,H
2,18,4,14,101,43,167,55,4,2012-03-10,1,21,5,23,142,62,139,55,4,2.63,3.3,2.63,A
5,11,3,15,125,44,105,34,2,2012-03-11,3,7,4,9,150,43,89,38,3,3.75,3.1,2.1,D
2,12,4,12,98,38,121,38,4,2012-03-11,4,14,3,12,150,47,145,48,3,3.8,3.3,2.0,H
2,16,4,12,126,48,104,44,4,2012-03-11,2,8,7,20,170,63,107,33,1,2.5,3.1,2.9,A
6,12,0,6,100,30,184,58,4,2012-03-11,2,16,5,24,144,57,137,50,3,1.83,3.5,4.33,D
5,12,1,6,118,35,109,38,4,2012-03-11,0,17,4,17,104,40,125,52,6,5.5,3.5,1.67,A
4,13,2,9,130,54,106,33,4,2012-03-11,2,18,2,6,120,30,153,57,6,15.0,6.0,1.2,H
2,17,4,14,131,42,137,54,4,2012-03-11,2,4,7,17,189,63,110,29,1,1.91,3.3,4.2,H
7,11,0,6,98,31,196,55,3,2012-03-17,2,9,5,13,104,43,120,40,3,2.0,3.2,4.0,A
2,18,2,6,118,28,159,64,6,2012-03-17,6,12,2,11,130,42,103,36,2,1.67,3.5,5.5,A
2,9,4,13,138,47,115,42,4,2012-03-18,5,13,1,7,121,38,112,39,4,4.0,2.8,2.2,D
2,7,7,18,160,60,111,35,1,2012-03-18,4,11,4,18,117,43,130,35,2,7.0,3.75,1.53,H
0,18,4,16,105,39,121,54,6,2012-03-18,4,15,2,10,150,48,152,51,4,3.0,3.25,2.38,H
4,8,3,8,147,43,97,39,3,2012-03-18,2,11,5,17,106,37,155,46,3,5.5,3.8,1.62,D
1,20,5,21,143,60,151,58,4,2012-03-18,4,13,2,10,131,56,97,31,4,3.6,3.4,2.05,D
2,5,6,14,194,62,109,34,2,2012-03-18,2,14,4,12,126,50,98,40,4,6.5,3.6,1.57,A
4,18,1,9,113,32,130,51,5,2012-03-18,2,13,5,14,128,44,137,51,3,2.88,3.2,2.5,D
3,16,4,21,154,54,143,52,3,2012-03-19,2,17,4,14,114,47,161,51,4,7.0,4.0,1.5,H
2,13,4,13,119,46,158,48,4,2012-03-24,2,20,1,5,125,28,158,67,7,5.5,3.5,1.67,H
3,13,4,13,129,39,127,45,3,2012-03-24,2,21,4,21,144,62,153,61,4,2.88,3.3,2.4,D
5,14,1,8,121,39,119,41,4,2012-03-25,5,8,2,6,152,42,100,37,3,3.75,2.63,2.38,H
6,9,3,12,134,45,112,34,1,2012-03-25,2,4,8,20,159,58,101,31,0,2.0,3.3,3.8,D
2,13,4,11,126,47,100,37,4,2012-03-25,3,10,4,15,144,51,116,42,3,4.0,2.4,2.5,D
2,9,5,17,116,47,116,36,3,2012-03-25,3,13,5,20,157,54,138,44,2,3.2,3.0,2.4,D
3,10,5,17,97,36,159,46,2,2012-03-25,6,15,0,5,97,31,200,59,4,5.5,3.75,1.62,H
3,13,4,17,113,44,136,38,3,2012-03-25,0,16,5,17,111,38,119,51,5,5.0,3.25,1.8,H
4,15,1,8,148,47,148,50,5,2012-03-25,4,19,1,10,113,30,138,55,5,6.0,3.75,1.57,D
5,13,2,11,129,56,105,34,3,2012-03-25,2,6,5,11,190,54,103,31,3,3.1,3.1,2.38,D
2,19,1,6,129,29,158,68,7,2012-03-31,4,16,1,9,157,51,148,52,5,2.1,3.25,3.5,D
0,16,4,15,107,36,124,54,6,2012-03-31,6,11,3,14,140,48,128,39,1,3.0,3.0,2.5,H
3,17,4,19,150,61,140,56,3,2012-04-01,4,14,2,10,128,46,123,44,4,4.0,2.5,2.4,A
5,10,1,4,147,39,108,41,4,2012-04-01,2,13,5,18,122,48,128,37,3,4.5,2.5,2.25,H
3,9,4,14,138,47,123,43,3,2012-04-01,2,11,5,19,114,47,127,41,3,5.0,3.4,1.75,A
4,12,4,17,152,52,133,41,2,2012-04-01,3,8,6,18,106,46,161,48,1,6.0,3.8,1.57,H
4,20,1,11,117,34,142,53,5,2012-04-01,6,15,0,5,101,32,201,63,4,4.5,3.5,1.8,H
3,5,7,17,161,54,108,31,0,2012-04-01,5,11,2,9,137,56,98,29,3,7.0,3.75,1.53,D
3,6,4,8,173,46,111,33,3,2012-04-01,1,13,5,14,132,51,148,43,4,11.0,5.0,1.3,H
4,12,4,13,124,38,139,47,2,2012-04-01,2,13,4,11,129,45,101,38,4,2.88,3.0,2.63,H
2,13,3,9,131,39,107,37,5,2012-04-07,5,9,2,6,145,43,110,42,3,4.0,2.5,2.4,A
3,13,5,21,115,51,161,51,2,2012-04-07,2,15,4,15,124,48,129,44,4,2.0,3.25,4.0,D
3,14,3,12,114,41,128,42,4,2012-04-07,4,5,6,16,168,54,110,35,0,2.2,3.0,3.6,D
4,16,1,9,156,56,147,47,5,2012-04-07,3,11,3,12,138,42,118,43,4,3.2,2.7,2.63,H
4,18,1,11,134,39,137,48,5,2012-04-07,0,14,5,18,109,38,117,49,5,2.7,3.0,2.75,H
1,16,4,12,133,52,149,45,5,2012-04-07,6,10,2,9,131,57,112,32,2,1.91,3.5,4.0,H
2,10,6,20,115,47,129,35,2,2012-04-07,3,17,1,7,137,30,159,70,6,12.0,5.0,1.29,A
4,13,5,20,162,56,138,45,1,2012-04-07,3,8,4,11,178,48,116,37,3,2.63,3.3,2.6,D
6,16,0,4,97,29,205,67,4,2012-04-07,3,18,4,20,157,62,137,53,3,1.57,3.8,6.0,A
5,13,3,14,137,47,134,44,2,2012-04-07,4,11,4,12,114,36,143,46,2,4.5,3.5,1.8,H
3,18,1,7,138,31,170,73,6,2012-04-10,3,12,3,13,136,40,121,41,4,1.57,3.8,6.0,A
6,13,1,9,139,58,105,33,3,2012-04-11,4,14,2,12,156,56,143,43,4,3.6,3.4,2.05,A
2,14,5,18,163,66,132,49,3,2012-04-11,2,9,6,19,122,45,123,34,2,5.0,3.6,1.7,D
4,5,6,16,168,50,109,35,0,2012-04-11,5,11,5,19,161,51,134,41,0,8.0,4.0,1.44,D
1,15,3,10,126,33,105,39,6,2012-04-11,3,11,5,19,115,49,159,53,2,5.5,3.8,1.62,H
0,15,5,19,107,38,122,51,5,2012-04-11,5,18,0,4,93,28,207,68,5,8.5,4.0,1.44,H
5,9,2,6,128,36,118,41,3,2012-04-11,3,19,2,14,140,42,127,40,5,8.5,4.0,1.44,A
4,8,3,10,171,43,116,36,3,2012-04-11,5,12,4,16,138,46,143,43,1,6.0,3.8,1.57,H
4,12,4,12,117,37,147,46,2,2012-04-11,1,14,5,16,136,54,153,46,4,4.0,3.3,1.95,H
3,13,4,15,121,48,127,42,3,2012-04-12,3,14,3,12,110,41,139,46,4,3.6,2.38,2.75,H
4,12,2,7,129,39,118,43,4,2012-04-21,4,14,2,11,139,48,155,44,4,4.33,2.8,2.1,H
4,11,4,12,123,40,142,41,2,2012-04-21,3,11,3,12,133,37,122,36,4,2.4,3.1,3.1,D
3,8,4,12,178,48,117,36,3,2012-04-21,2,20,3,17,137,44,128,43,5,12.0,6.0,1.22,H
2,13,5,16,127,51,121,42,3,2012-04-21,4,14,4,16,131,46,161,49,2,4.0,2.7,2.25,H
3,12,5,17,176,71,121,40,2,2012-04-22,5,4,5,14,167,48,115,36,0,2.25,3.1,3.4,D
3,13,4,16,111,47,174,57,3,2012-04-22,3,9,5,16,122,42,127,39,2,2.5,3.25,2.8,D
1,15,4,12,134,37,105,40,5,2012-04-22,6,12,4,16,160,50,129,40,0,3.6,3.2,2.1,A
0,16,5,16,125,50,161,51,5,2012-04-22,4,20,0,5,94,30,217,73,6,7.5,4.2,1.44,H
5,15,1,10,152,63,105,33,4,2012-04-22,0,14,5,18,124,42,114,46,5,5.5,3.75,1.62,D
3,12,3,12,106,38,144,49,4,2012-04-22,2,19,1,7,141,32,159,70,7,13.0,6.5,1.2,D
4,11,2,10,127,34,129,36,4,2012-04-24,4,11,3,9,127,43,116,42,3,4.75,2.63,2.1,H
4,15,2,11,131,41,151,46,4,2012-04-24,2,11,6,18,124,50,110,35,2,4.0,3.4,1.91,H
4,21,0,4,90,25,207,71,6,2012-04-25,6,5,4,13,166,46,111,35,0,1.22,6.0,13.0,A
2,20,3,17,135,43,141,46,5,2012-04-25,5,16,1,11,155,65,112,36,4,2.3,3.3,3.1,A
6,13,4,19,163,56,140,44,0,2012-04-25,3,18,1,7,136,31,165,70,6,13.0,6.5,1.2,H
1,12,5,17,131,42,118,48,4,2012-04-25,3,7,5,14,173,50,119,35,2,1.73,3.5,5.0,H
4,17,3,15,123,40,167,50,3,2012-04-25,4,13,4,17,166,64,122,40,2,3.5,2.8,2.38,A
4,9,4,14,125,41,125,37,2,2012-04-25,0,16,5,19,136,56,154,50,5,5.5,3.75,1.62,A
4,11,3,13,116,41,145,49,3,2012-04-25,1,18,3,9,144,35,108,44,6,4.5,2.5,2.25,D
4,13,3,15,114,45,157,55,3,2012-04-25,5,10,3,10,125,37,132,37,2,3.0,3.4,2.3,A
4,10,3,11,126,33,128,30,3,2012-04-28,1,14,6,18,127,52,132,39,3,4.5,3.1,1.91,D
4,12,3,13,142,43,144,42,3,2012-04-28,4,9,5,18,157,58,124,41,1,3.75,2.88,2.2,D
2,19,3,17,124,42,136,45,5,2012-04-28,0,16,6,21,142,60,152,46,4,2.5,3.2,2.8,D
4,11,3,14,134,43,127,41,3,2012-04-29,3,12,3,9,122,39,115,40,4,3.4,2.5,2.7,H
6,13,4,19,168,52,130,41,0,2012-04-29,5,11,2,11,116,40,139,49,3,2.75,3.2,2.6,H
6,5,4,13,174,50,109,33,0,2012-04-29,4,16,2,13,122,46,155,55,4,12.0,5.5,1.25,H
3,17,3,14,117,42,167,50,4,2012-04-29,5,12,2,12,155,65,106,31,3,3.6,3.5,2.0,A
3,21,0,3,89,22,218,75,7,2012-04-29,2,9,5,15,177,50,119,37,3,1.25,5.5,12.0,A
3,16,1,6,127,29,163,65,6,2012-04-29,2,19,2,9,136,34,102,40,6,1.57,4.0,5.5,A
1,12,5,14,133,42,118,43,4,2012-04-29,4,11,4,13,132,40,137,39,2,3.25,3.3,2.2,H
1,17,5,19,147,60,159,53,4,2012-05-01,5,9,3,11,130,35,118,28,2,2.1,3.3,3.5,D
5,9,4,15,159,57,130,39,1,2012-05-01,3,20,3,19,140,49,133,46,4,9.5,5.25,1.3,H
5,13,2,13,123,46,125,45,3,2012-05-02,4,11,3,12,138,39,146,43,3,4.2,3.2,1.95,A
4,10,4,12,129,40,142,40,2,2012-05-02,6,6,4,13,191,55,113,33,0,1.73,3.5,5.0,A
2,8,5,16,180,51,111,35,3,2012-05-02,4,9,4,16,144,49,132,40,2,7.0,4.0,1.5,D
2,13,5,16,126,50,130,37,3,2012-05-02,5,13,5,20,167,52,123,42,0,5.0,3.5,1.73,H
5,11,3,13,152,61,113,32,2,2012-05-02,2,24,0,2,84,20,224,80,8,13.0,7.5,1.17,D
2,16,3,12,139,37,97,37,5,2012-05-02,1,11,6,16,137,45,119,42,3,6.0,3.75,1.57,D
3,10,3,8,123,41,122,42,4,2012-05-02,2,19,1,6,119,30,163,70,7,12.0,6.0,1.22,H
4,18,1,13,115,43,177,63,5,2012-05-02,3,18,2,13,124,42,161,48,5,1.91,3.6,3.75,H
4,9,4,16,136,44,140,43,2,2012-05-05,5,10,3,12,155,60,103,31,2,3.8,3.4,1.95,A
3,11,4,13,142,42,138,42,3,2012-05-05,2,16,4,17,142,56,161,56,4,5.5,3.75,1.62,D
2,10,6,16,133,46,132,44,2,2012-05-06,2,10,4,10,126,43,128,44,4,3.1,3.2,2.3,A
3,20,3,18,131,49,137,44,4,2012-05-06,4,13,2,12,123,46,128,46,4,1.62,4.0,5.0,H
2,24,0,2,78,19,228,83,8,2012-05-06,2,14,5,15,124,48,132,38,3,1.25,5.25,13.0,A
2,17,1,6,113,28,166,67,7,2012-05-06,3,17,2,14,123,42,171,60,5,1.91,3.6,3.75,H
5,6,5,14,186,53,114,34,0,2012-05-06,3,10,4,17,174,48,112,37,3,3.8,3.3,2.0,H
5,8,3,10,123,34,111,26,2,2012-05-06,5,9,4,13,153,47,126,39,1,3.75,3.3,2.0,D
2,19,2,12,126,44,166,45,6,2012-05-06,3,14,3,13,151,43,94,34,4,3.1,3.25,2.3,A
4,13,5,19,169,53,117,37,1,2012-05-06,3,11,4,12,135,41,139,36,3,5.5,3.75,1.62,H
3,13,3,11,130,37,145,41,4,2012-05-13,4,12,4,15,159,47,135,43,2,2.88,2.15,4.0,A
3,17,4,19,131,56,177,63,3,2012-05-13,5,6,5,15,196,56,117,32,0,1.73,3.75,4.5,A
5,10,3,11,142,53,114,33,2,2012-05-13,6,12,2,12,127,37,121,32,2,3.0,3.5,2.25,H
2,11,5,11,125,49,126,33,3,2012-05-13,4,10,3,15,138,42,133,40,3,3.75,3.3,2.0,D
6,13,3,16,155,50,128,43,1,2012-05-13,3,13,6,21,164,56,107,34,1,6.0,2.3,2.0,H
1,9,5,11,124,45,125,42,4,2012-05-13,1,26,0,2,69,15,213,85,9,10.0,5.0,1.3,H
3,19,2,16,133,47,170,63,5,2012-05-13,2,11,5,13,130,42,129,44,3,2.38,3.4,2.88,H
3,12,4,17,173,48,123,38,3,2012-05-13,2,17,2,10,127,37,163,63,6,12.0,5.5,1.25,H
3,12,4,15,148,40,93,31,3,2012-05-13,3,14,4,17,131,50,141,41,3,11.0,4.5,1.33,H
4,12,2,11,130,44,122,46,4,2012-05-13,1,20,2,11,118,40,168,44,7,4.0,3.4,1.91,H
2,13,3,9,126,33,155,45,5,2012-08-25,5,10,2,10,134,38,129,39,3,3.75,3.2,2.05,H
1,21,1,9,110,34,167,46,8,2012-08-25,1,24,0,3,71,16,210,84,9,10.5,5.0,1.3,H
2,14,4,13,131,43,132,48,4,2012-08-26,0,10,6,14,120,47,128,42,4,3.0,3.2,2.4,A
3,10,3,10,137,46,115,40,4,2012-08-26,5,11,2,10,128,36,123,34,3,3.6,3.2,2.1,H
3,8,5,11,122,45,122,32,2,2012-08-26,3,15,5,20,156,52,101,32,2,4.0,3.3,1.95,H
2,8,7,17,115,33,116,37,1,2012-08-26,2,17,2,11,121,36,167,60,6,8.0,4.5,1.4,A
2,14,4,16,134,52,136,39,4,2012-08-26,5,12,4,17,151,46,130,42,1,2.38,3.25,3.0,A
4,11,5,17,167,51,140,43,1,2012-08-26,3,19,4,21,131,57,176,63,3,8.0,4.5,1.4,D
2,15,3,11,117,36,166,56,5,2012-09-01,3,10,3,10,127,40,106,36,4,2.1,3.2,3.6,A
0,8,7,15,120,46,122,36,3,2012-09-02,3,8,5,12,122,44,133,34,2,3.4,3.0,2.3,D
2,15,5,18,156,50,104,33,3,2012-09-02,4,11,5,17,167,51,140,42,1,3.75,3.25,2.05,H
4,20,3,21,118,51,180,65,3,2012-09-02,2,23,2,17,132,44,167,63,6,3.75,3.6,1.95,A
4,11,5,19,140,44,137,45,1,2012-09-02,2,14,4,13,135,44,130,47,4,5.0,3.75,1.67,H
4,10,2,9,129,37,135,41,4,2012-09-02,1,15,4,14,139,53,130,37,5,5.0,3.5,1.73,H
4,12,2,9,124,35,112,32,4,2012-09-02,0,19,2,9,110,35,148,44,8,3.8,3.2,2.05,H
3,12,4,14,143,38,87,33,3,2012-09-02,2,9,6,16,125,37,123,39,2,4.5,3.4,1.83,H
1,24,0,3,65,15,206,78,9,2012-09-02,1,13,4,10,140,38,139,42,5,1.73,3.5,5.0,A
1,9,6,14,133,45,117,34,3,2012-09-15,1,17,3,11,113,38,169,53,6,7.0,4.0,1.5,A
4,7,5,13,117,42,146,33,1,2012-09-15,4,8,6,21,145,47,136,44,0,3.4,3.2,2.2,D
2,16,3,10,129,40,143,51,5,2012-09-16,4,10,3,10,120,36,118,32,3,2.6,3.1,2.8,A
3,13,5,18,169,48,141,46,2,2012-09-16,4,10,2,9,126,34,136,42,4,4.2,3.3,1.91,H
1,25,0,4,68,16,200,79,9,2012-09-16,2,13,5,16,154,46,105,31,3,1.62,3.75,5.5,A
0,18,2,8,116,37,144,41,8,2012-09-16,1,17,3,12,128,47,128,38,6,6.5,3.8,1.55,H
3,10,3,10,134,43,105,36,4,2012-09-16,4,18,3,20,125,51,174,60,3,7.5,4.75,1.4,A
1,14,4,13,148,45,134,41,5,2012-09-16,3,12,5,16,140,41,83,33,2,2.88,3.2,2.5,D
4,8,4,11,120,40,113,30,2,2012-09-22,1,26,0,5,75,19,197,76,9,10.0,5.25,1.29,H
4,10,2,8,113,33,140,44,4,2012-09-22,0,18,2,8,116,37,148,42,8,3.0,3.2,2.4,D
5,9,5,20,135,43,137,46,0,2012-09-23,1,9,5,12,142,48,112,37,4,4.5,3.4,1.83,H
1,19,2,10,134,46,132,42,7,2012-09-23,3,11,5,17,168,51,137,48,2,2.38,3.3,2.9,D
4,12,5,17,134,44,89,35,1,2012-09-23,1,19,3,14,129,39,160,57,6,8.5,4.33,1.4,A
1,13,6,18,159,48,112,34,3,2012-09-23,2,16,3,10,132,40,140,51,5,6.0,4.0,1.53,A
1,16,3,10,112,37,165,55,6,2012-09-23,2,13,4,14,145,47,131,39,4,2.5,3.4,2.7,H
1,26,0,4,74,18,197,76,9,2012-09-25,4,11,2,9,111,34,132,40,4,2.1,3.25,3.6,D
1,7,5,11,143,46,109,32,4,2012-09-26,4,10,4,15,177,54,124,42,2,3.6,3.25,2.1,H
1,17,4,15,129,38,164,62,5,2012-09-26,4,8,4,12,142,47,107,30,2,2.4,3.2,3.0,A
1,17,2,9,118,36,136,38,7,2012-09-26,0,13,6,17,167,50,108,34,4,3.2,3.2,2.3,D
4,6,5,12,110,39,147,34,1,2012-09-26,1,16,4,12,115,43,174,57,5,6.0,3.6,1.62,H
2,15,3,9,112,34,156,55,5,2012-09-26,2,18,1,7,128,40,143,44,7,4.0,3.5,1.91,H
2,14,4,17,136,41,124,40,4,2012-09-26,4,18,3,19,133,53,172,60,3,5.0,4.1,1.62,D
3,13,3,13,142,51,109,37,4,2012-09-27,4,13,4,15,138,49,89,34,2,3.5,3.1,2.2,H
5,16,3,19,131,53,171,58,2,2012-09-29,2,22,0,4,87,19,186,69,8,4.75,4.0,1.67,H
0,17,4,11,123,40,170,54,6,2012-09-29,2,15,2,10,120,39,134,38,6,2.38,3.25,3.0,D
4,10,4,16,179,56,131,43,2,2012-09-30,2,12,4,13,129,48,112,39,4,2.9,3.3,2.4,H
4,11,2,9,106,32,140,41,4,2012-09-30,0,19,4,15,137,42,161,61,6,3.5,3.3,2.1,H
4,10,4,14,131,52,85,29,2,2012-09-30,1,14,4,11,109,37,152,52,5,6.0,3.8,1.57,H
3,8,5,14,146,48,107,32,2,2012-09-30,3,7,7,20,126,40,133,48,0,3.25,3.3,2.2,H
2,19,1,7,132,42,131,43,7,2012-09-30,3,15,3,15,145,43,127,41,4,2.1,3.4,3.4,A
