away-draws,away-goals,away-losses,away-opposition-goals,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-wins,odds-away,odds-draw,odds-home,result
4,14,1,8,5,2010-05-08,3,8,5,11,2,1.53,3.8,6.5,D
6,7,2,10,2,2010-05-12,5,14,1,10,4,12.0,5.5,1.25,H
4,16,3,13,3,2010-05-15,2,13,5,16,3,2.3,3.1,3.25,H
2,12,5,14,3,2010-05-15,5,10,3,10,2,2.0,3.3,3.8,H
1,21,2,10,7,2010-05-15,3,13,3,12,4,1.6,3.8,5.75,H
2,12,5,16,3,2010-05-15,4,17,1,10,5,19.0,7.5,1.13,H
3,11,5,14,2,2010-05-15,1,19,1,7,8,12.0,5.5,1.25,H
4,10,4,12,2,2010-05-15,3,13,4,13,3,3.4,3.3,2.15,D
3,7,4,11,3,2010-05-15,5,13,1,11,4,3.5,3.1,2.2,D
5,10,2,11,3,2010-05-15,4,14,3,12,3,2.9,3.1,2.5,A
5,13,1,6,4,2010-05-15,3,4,6,15,1,1.73,3.6,4.75,A
6,7,2,12,2,2010-05-15,3,9,5,15,2,4.33,3.5,1.83,D
3,14,3,13,4,2010-08-07,4,14,1,6,5,4.2,3.3,1.91,D
4,13,3,11,3,2010-08-07,5,14,2,12,3,3.8,3.1,2.1,A
6,7,2,12,2,2010-08-07,3,18,1,9,6,8.0,4.0,1.44,D
5,11,3,11,2,2010-08-07,6,13,1,12,3,3.75,3.1,2.1,D
3,7,4,11,3,2010-08-07,4,11,4,14,2,5.25,3.4,1.73,H
1,21,3,12,6,2010-08-07,4,14,4,14,2,3.1,3.1,2.4,D
2,12,6,17,2,2010-08-08,4,12,2,11,4,2.4,3.0,3.2,H
3,9,4,10,3,2010-08-15,2,11,6,16,2,6.25,3.6,1.6,A
4,14,3,14,3,2010-08-15,2,21,2,10,6,3.75,3.2,2.05,D
7,12,1,12,2,2010-08-14,4,16,2,13,4,4.2,3.2,1.95,A
5,11,4,14,1,2010-08-14,3,15,3,12,4,2.88,3.0,2.6,A
1,7,7,18,2,2010-08-14,2,8,5,14,3,4.2,3.1,2.0,H
1,19,2,8,7,2010-08-14,6,10,2,9,2,2.05,3.25,3.75,H
4,11,2,10,4,2010-08-17,6,7,2,12,2,3.3,3.1,2.25,D
6,12,2,11,2,2010-08-21,5,15,1,8,4,3.6,3.0,2.2,D
6,7,2,12,2,2010-08-21,4,15,2,9,4,3.4,3.0,2.3,D
4,13,3,15,3,2010-08-21,1,18,3,11,6,6.5,3.4,1.62,H
3,10,4,14,3,2010-08-21,7,12,1,13,2,3.2,3.0,2.38,D
2,11,4,12,4,2010-08-21,5,11,4,13,1,5.25,3.3,1.75,D
2,11,6,15,2,2010-08-22,5,11,3,14,2,3.5,3.1,2.2,A
3,17,2,9,5,2010-08-22,1,9,7,18,2,2.05,3.1,4.0,D
4,16,1,9,5,2010-08-28,4,11,4,16,2,2.3,3.1,3.25,H
2,12,3,9,5,2010-08-28,4,9,4,14,2,3.2,3.0,2.4,A
5,17,1,10,4,2010-08-28,3,9,4,12,3,4.0,3.1,2.05,H
5,10,1,6,4,2010-08-28,7,12,1,10,2,3.6,3.0,2.2,A
1,16,3,10,6,2010-08-29,2,12,5,14,3,3.1,3.1,2.4,D
7,13,1,14,2,2010-08-29,4,17,1,8,5,7.5,3.75,1.5,D
5,15,1,8,4,2010-08-29,6,9,2,14,2,3.25,3.0,2.38,H
4,11,4,15,2,2010-08-29,2,9,6,16,2,2.3,3.1,3.25,H
4,17,1,8,5,2010-09-11,5,15,2,13,3,2.4,3.0,3.2,A
7,12,1,10,2,2010-09-11,3,15,2,10,5,7.0,3.75,1.53,D
