away-draws,away-goals,away-losses,away-opposition-goals,away-opposition-shots,away-opposition-shots-on-target,away-shots,away-shots-on-target,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-opposition-shots,home-opposition-shots-on-target,home-shots,home-shots-on-target,home-wins,odds-away,odds-draw,odds-home,result
2,14,5,20,163,57,71,29,3,2012-01-21,2,15,5,22,148,65,113,43,3,4.2,3.75,1.8,H
3,26,0,5,110,31,157,64,7,2012-01-22,6,13,1,9,130,55,151,59,3,1.83,3.5,4.33,A
5,13,3,14,103,47,142,51,2,2012-01-22,4,15,2,12,140,44,135,56,4,4.5,3.5,1.8,H
1,10,6,18,112,40,117,44,3,2012-01-27,6,9,3,14,148,60,118,34,1,3.2,3.4,2.2,H
6,8,2,9,128,44,146,42,2,2012-01-28,2,9,5,13,147,59,111,41,3,2.88,3.2,2.5,D
2,15,4,19,138,58,124,48,4,2012-01-28,0,23,4,12,80,28,160,58,6,15.0,7.0,1.17,H
4,7,4,12,126,45,132,41,2,2012-01-28,3,27,0,6,111,31,160,64,7,9.0,5.0,1.33,H
1,24,2,10,133,39,134,65,7,2012-01-28,2,14,5,18,171,60,77,29,3,1.91,3.5,4.0,A
6,13,1,12,143,60,143,56,3,2012-01-28,5,12,4,19,150,53,100,34,1,3.0,3.25,2.38,A
4,15,2,13,150,49,124,49,4,2012-01-28,2,14,4,21,135,55,163,54,4,3.2,3.4,2.2,D
3,9,5,17,116,42,140,52,2,2012-01-29,4,12,4,14,103,44,143,50,2,5.0,3.75,1.67,H
2,19,2,8,112,39,132,54,6,2012-01-29,3,12,5,17,152,62,131,53,2,2.8,3.25,2.5,A
3,28,0,7,95,31,169,68,7,2012-02-03,1,9,6,17,113,38,115,39,3,1.57,4.0,6.0,A
0,21,4,12,85,28,150,57,6,2012-02-04,6,13,1,12,143,57,145,57,3,1.53,4.0,6.0,D
6,10,2,12,148,58,119,31,2,2012-02-04,5,13,4,17,144,50,115,37,1,2.8,3.4,2.4,A
3,10,5,15,144,62,116,40,2,2012-02-04,4,8,4,13,130,47,125,41,2,5.5,3.8,1.62,D
3,10,6,20,155,65,131,51,1,2012-02-04,4,14,2,12,143,45,130,52,4,4.5,3.75,1.75,D
4,15,3,14,98,39,143,55,3,2012-02-04,1,27,1,9,127,36,134,66,8,4.5,3.75,1.73,D
1,20,2,6,119,40,127,54,7,2012-02-04,2,13,5,20,135,59,120,43,3,2.4,3.4,2.88,D
3,15,3,20,139,57,155,53,4,2012-02-05,3,9,5,18,123,48,127,47,2,2.2,3.4,3.2,D
2,13,6,22,173,59,75,29,2,2012-02-05,7,8,2,10,129,45,147,44,1,4.75,3.5,1.75,A
4,11,4,19,119,45,136,50,2,2012-02-10,2,12,5,19,121,52,123,41,3,4.75,3.8,1.7,H
7,7,3,11,138,46,141,42,0,2012-02-11,1,21,3,11,86,26,153,57,6,15.0,8.0,1.14,H
5,16,1,13,139,43,130,54,4,2012-02-11,3,25,0,7,105,33,156,65,7,8.0,4.5,1.4,H
6,9,2,11,144,53,116,32,2,2012-02-11,4,16,3,15,100,40,145,54,3,4.0,3.4,1.91,D
2,27,1,10,129,34,126,62,7,2012-02-11,2,20,1,5,116,37,125,53,7,2.88,3.4,2.38,H
4,13,5,18,140,51,122,39,1,2012-02-11,3,10,6,20,151,64,132,53,1,4.5,3.5,1.8,H
5,9,4,15,134,51,124,40,1,2012-02-11,3,16,3,21,147,60,141,48,4,4.33,3.5,1.83,D
0,7,7,17,111,42,110,35,3,2012-02-12,3,11,5,16,135,59,117,42,2,2.63,3.2,2.7,D
6,13,1,12,157,61,139,51,3,2012-02-12,2,14,5,17,155,53,91,32,3,2.25,3.4,3.1,A
5,16,2,13,102,42,142,52,3,2012-02-17,6,9,3,13,132,45,124,44,1,2.9,3.3,2.4,D
1,19,3,11,87,25,158,62,6,2012-02-18,4,13,4,21,123,50,123,44,2,1.3,5.5,9.0,D
4,14,3,21,142,60,142,47,3,2012-02-18,5,13,1,11,156,58,142,50,4,3.6,3.5,2.0,A
2,25,0,6,96,28,155,64,8,2012-02-18,4,10,6,21,142,58,114,32,0,1.5,4.0,7.0,A
2,21,1,4,112,36,117,49,7,2012-02-18,6,6,4,12,140,51,135,38,0,2.25,3.3,3.2,A
4,11,4,13,142,60,111,38,2,2012-02-18,5,15,2,14,132,40,122,52,3,7.0,4.0,1.5,H
2,11,6,18,159,52,96,31,2,2012-02-18,1,7,6,13,107,38,118,37,3,5.0,3.5,1.73,H
2,14,6,19,140,58,139,59,2,2012-02-19,7,9,1,10,139,49,117,37,2,2.8,3.3,2.5,H
2,13,4,18,117,47,121,44,4,2012-02-19,2,24,2,12,128,36,120,53,6,5.0,3.75,1.67,H
4,12,2,12,154,62,146,53,4,2012-02-24,2,21,1,4,115,39,113,46,7,4.5,3.75,1.73,D
4,9,6,20,144,59,109,31,0,2012-02-25,4,11,4,15,140,64,107,39,2,2.7,3.25,2.6,H
4,17,2,13,124,40,119,56,4,2012-02-25,2,10,6,17,149,48,98,32,2,1.91,3.6,3.75,A
5,6,5,13,137,50,130,41,0,2012-02-25,6,14,2,13,100,37,134,46,2,4.75,3.6,1.73,H
5,11,4,20,120,48,126,43,1,2012-02-25,2,15,6,20,146,55,132,58,2,5.0,3.75,1.67,H
1,8,5,12,104,40,125,36,4,2012-02-25,4,14,3,20,155,62,126,49,3,4.5,3.5,1.8,A
6,9,3,13,120,45,129,43,1,2012-02-25,2,12,4,17,109,45,128,47,4,3.25,3.3,2.2,A
1,26,2,10,125,40,120,55,7,2012-02-26,2,17,3,10,90,25,153,59,5,7.5,4.5,1.4,H
6,11,1,10,137,48,122,41,3,2012-02-26,2,21,0,5,96,27,148,59,8,12.0,5.5,1.25,H
6,15,2,11,93,31,128,47,2,2012-03-03,2,23,0,6,87,26,161,63,8,11.0,5.0,1.3,H
1,22,3,12,134,43,121,52,6,2012-03-03,4,10,5,22,123,49,123,40,1,1.91,3.6,3.8,H
2,17,6,20,141,52,138,61,2,2012-03-03,5,11,2,13,144,59,139,51,3,3.6,3.5,2.0,A
4,13,3,13,136,60,103,38,3,2012-03-03,6,11,1,9,144,46,122,41,3,5.0,3.5,1.73,D
4,14,3,16,150,58,136,52,3,2012-03-03,3,7,7,21,142,58,102,25,0,2.7,3.4,2.5,H
2,9,5,18,116,50,127,44,3,2012-03-03,5,6,5,15,134,50,123,40,0,3.1,3.25,2.3,D
2,19,2,9,94,27,160,63,6,2012-03-03,4,17,2,13,122,41,127,55,4,1.8,3.6,4.5,H
2,10,6,16,156,48,104,34,2,2012-03-04,6,11,2,12,115,43,124,42,2,5.5,3.8,1.62,D
3,17,1,5,116,42,106,42,6,2012-03-04,1,9,4,8,113,38,122,37,5,2.38,3.25,3.0,H
6,6,4,14,136,50,129,44,0,2012-03-09,2,21,5,18,136,49,139,64,3,5.0,3.75,1.67,D
2,23,0,7,89,28,163,60,8,2012-03-10,5,13,3,15,141,63,104,40,2,1.36,4.75,8.5,D
6,11,2,12,110,39,132,46,2,2012-03-10,2,17,2,8,92,28,162,60,6,12.0,5.5,1.25,H
2,5,7,18,141,53,97,21,1,2012-03-10,2,9,6,15,161,47,103,33,2,3.0,3.25,2.38,H
1,9,4,8,115,41,125,35,5,2012-03-10,5,14,3,11,105,32,122,48,2,4.0,3.4,1.91,H
3,11,5,22,123,50,120,35,2,2012-03-10,3,14,2,6,127,44,99,39,5,6.0,4.0,1.53,D
3,16,2,10,127,40,124,55,5,2012-03-10,3,9,4,16,114,50,135,50,3,2.38,3.4,2.88,H
4,10,3,16,148,58,130,47,3,2012-03-11,1,23,3,12,129,37,133,55,6,4.2,3.6,1.83,H
6,12,1,10,141,46,123,35,3,2012-03-11,4,12,4,17,141,55,139,49,2,3.6,3.5,2.0,H
2,19,5,16,133,46,143,65,3,2012-03-16,6,12,2,17,117,44,130,45,2,3.0,3.4,2.3,A
4,16,3,12,112,29,123,46,3,2012-03-17,6,12,2,12,136,55,97,40,2,2.4,3.3,2.9,H
4,14,3,13,141,55,142,52,3,2012-03-17,2,22,0,6,80,27,166,59,8,9.0,5.0,1.33,H
3,10,5,21,124,49,111,33,2,2012-03-17,4,9,4,19,143,62,143,49,2,4.0,3.75,1.83,A
2,20,2,8,89,24,167,66,6,2012-03-17,1,4,8,18,136,54,105,25,1,1.33,5.0,9.0,A
3,13,2,5,122,43,99,39,5,2012-03-17,3,16,3,13,132,45,119,54,4,3.4,3.4,2.1,A
2,10,4,16,110,52,140,52,4,2012-03-17,1,10,4,8,121,41,124,34,5,3.75,3.4,2.0,A
2,6,6,15,164,49,105,32,2,2012-03-18,5,11,2,12,136,48,125,35,3,5.5,3.8,1.62,H
1,23,3,12,138,40,125,51,6,2012-03-18,6,5,4,13,152,56,115,41,0,2.1,3.3,3.5,A
3,10,5,22,143,62,150,50,2,2012-03-23,2,12,3,13,95,42,133,50,5,3.4,3.5,2.05,H
4,15,2,13,138,51,126,41,4,2012-03-24,2,24,2,7,90,24,164,68,6,15.0,7.0,1.17,H
5,5,5,16,148,56,113,41,0,2012-03-24,3,13,4,18,125,49,112,33,3,3.75,3.4,2.0,H
1,3,8,22,140,57,97,23,1,2012-03-24,3,16,4,13,110,31,121,47,3,5.0,3.5,1.73,A
6,11,3,19,121,49,133,44,1,2012-03-24,3,15,1,5,133,43,97,41,6,5.25,3.6,1.67,A
2,17,4,15,126,48,129,55,4,2012-03-24,1,25,3,12,133,39,133,52,6,3.75,3.6,1.91,H
6,13,2,13,133,53,96,40,2,2012-03-24,4,10,4,13,142,54,126,43,2,4.5,3.5,1.8,D
1,22,0,5,72,26,161,59,9,2012-03-25,1,6,7,18,170,57,107,36,2,1.4,4.5,8.0,A
1,11,4,9,116,39,121,32,5,2012-03-25,2,20,4,15,133,46,149,71,4,4.33,3.5,1.83,H
2,21,3,14,131,42,145,68,5,2012-03-30,1,24,0,5,63,26,165,63,9,10.0,5.5,1.29,D
1,7,7,21,168,61,108,38,2,2012-03-31,6,13,2,13,127,46,100,40,2,3.75,3.4,2.0,H
2,13,3,14,89,38,129,47,5,2012-03-31,0,5,8,22,139,56,101,28,2,2.9,3.3,2.4,A
2,10,6,23,147,60,133,39,2,2012-03-31,4,4,6,17,150,58,98,38,0,2.8,3.25,2.5,A
3,14,3,14,118,48,108,33,4,2012-03-31,2,17,4,14,132,50,124,51,4,4.75,3.8,1.7,A
2,23,2,8,94,25,159,69,6,2012-03-31,1,8,5,10,111,35,127,31,4,1.36,4.75,8.5,A
3,17,4,15,117,34,124,46,3,2012-03-31,5,11,3,9,142,52,133,47,2,3.4,3.4,2.1,A
3,15,2,7,134,41,103,41,5,2012-04-01,3,15,3,14,131,50,126,42,4,2.6,3.25,2.7,H
1,22,3,12,131,40,135,50,6,2012-04-01,5,12,3,19,124,51,130,42,2,2.3,3.4,3.0,D
6,15,1,13,116,43,110,47,3,2012-04-07,2,23,1,5,91,23,154,66,7,21.0,8.0,1.13,H
4,11,4,12,132,52,138,48,2,2012-04-07,1,8,7,22,164,63,102,39,2,2.4,3.4,2.8,D
1,6,6,11,111,37,123,29,3,2012-04-07,3,15,3,14,125,51,101,31,4,3.4,3.4,2.1,D
5,13,3,20,134,57,135,44,2,2012-04-07,3,4,7,18,148,57,97,39,0,2.5,3.3,2.75,A
0,6,8,24,142,57,102,32,2,2012-04-07,3,13,3,8,129,37,108,42,4,6.0,3.75,1.57,D
3,18,3,12,127,39,116,45,4,2012-04-07,3,24,2,15,144,45,143,66,5,3.6,3.4,2.05,H
2,23,0,8,65,27,170,64,8,2012-04-07,2,16,3,15,92,42,124,47,5,1.57,4.0,5.5,A
2,14,5,14,123,48,126,53,3,2012-04-08,2,10,5,18,143,57,136,41,3,2.5,3.3,2.75,D
2,17,3,15,135,53,129,44,5,2012-04-08,2,20,3,12,133,39,140,50,5,5.0,3.8,1.67,H
3,28,1,13,140,40,139,67,6,2012-04-10,5,14,2,13,119,40,102,45,3,2.5,3.4,2.7,A
4,16,2,13,121,46,108,33,4,2012-04-10,1,5,7,22,141,55,90,34,2,3.4,3.4,2.1,A
2,8,6,19,157,59,107,40,2,2012-04-10,3,16,4,15,132,44,112,38,3,5.5,4.0,1.57,H
4,10,3,8,121,37,102,37,3,2012-04-10,4,11,4,12,132,49,129,45,2,2.8,3.4,2.4,D
2,23,1,6,90,26,163,64,7,2012-04-11,2,23,0,8,68,28,163,59,8,2.7,3.4,2.6,H
2,17,3,16,94,39,127,53,5,2012-04-11,2,16,4,18,141,62,120,41,4,3.3,3.5,2.1,H
3,9,5,18,140,63,141,40,2,2012-04-11,5,14,2,18,130,53,140,44,3,3.2,3.4,2.2,H
2,3,8,18,146,57,96,36,0,2012-04-11,2,14,5,14,125,48,128,55,3,8.0,4.5,1.4,H
2,19,3,11,129,36,142,55,5,2012-04-11,2,8,5,12,110,37,127,33,3,2.3,3.4,3.0,H
4,11,4,12,137,50,135,49,2,2012-04-13,2,29,1,12,147,36,139,72,7,4.2,4.0,1.73,H
2,19,4,14,125,42,104,40,4,2012-04-14,1,22,2,6,90,31,148,60,7,11.0,5.0,1.29,D
2,17,4,18,139,64,118,40,4,2012-04-14,2,8,6,21,129,61,139,45,2,3.0,3.4,2.3,H
2,12,4,11,105,32,127,34,4,2012-04-14,2,4,8,20,143,61,106,37,0,2.4,3.4,2.8,A
1,6,7,23,142,56,87,35,2,2012-04-14,1,15,5,13,127,48,130,57,4,6.0,4.0,1.53,D
2,22,0,8,63,29,165,59,8,2012-04-14,1,19,4,14,126,38,138,54,5,2.1,3.5,3.3,A
4,13,3,14,120,45,111,42,3,2012-04-14,1,17,4,18,96,42,129,56,5,4.5,3.75,1.73,A
4,16,2,16,130,54,138,46,4,2012-04-15,3,16,2,12,125,48,100,32,5,3.0,3.4,2.3,D
2,7,7,23,158,60,92,36,1,2012-04-15,4,12,3,10,124,41,120,44,3,6.0,4.33,1.5,H
1,15,5,18,97,44,137,58,4,2012-04-20,2,18,4,13,124,37,96,36,4,3.75,3.6,1.91,D
4,12,3,10,122,41,126,48,3,2012-04-21,2,23,0,9,76,32,165,60,8,7.5,4.2,1.44,H
2,28,1,13,152,39,138,68,7,2012-04-21,2,7,7,25,155,64,90,35,1,1.83,3.75,4.0,D
2,4,8,20,136,54,116,40,0,2012-04-21,2,9,6,21,140,51,100,43,2,6.0,4.0,1.53,A
2,18,4,15,130,51,144,63,4,2012-04-21,4,15,2,15,126,52,134,40,4,2.88,3.4,2.38,A
2,8,6,21,126,60,135,49,2,2012-04-21,1,14,4,11,111,35,126,33,5,3.25,3.3,2.2,D
2,20,2,6,90,30,144,52,6,2012-04-21,3,11,5,15,144,52,130,48,2,2.2,3.4,3.2,A
1,20,4,13,130,40,144,57,5,2012-04-22,3,15,3,15,131,51,111,45,4,2.2,3.4,3.2,D
4,14,1,9,117,40,102,32,5,2012-04-22,1,16,5,18,141,68,110,34,4,4.2,3.5,1.83,D
3,27,0,10,150,37,138,66,7,2012-04-28,1,22,2,7,93,32,150,56,7,4.75,3.75,1.7,H
3,7,6,24,147,65,102,34,1,2012-04-28,4,14,1,9,125,43,100,33,5,3.0,3.5,2.25,H
2,17,4,12,119,38,104,41,4,2012-04-28,3,8,5,19,126,57,124,47,2,3.4,3.4,2.1,D
2,13,4,11,111,34,120,36,4,2012-04-28,3,14,3,15,129,53,133,41,4,4.0,3.5,1.91,A
2,24,0,9,74,31,169,62,8,2012-04-28,2,5,7,19,139,56,117,42,1,1.5,4.0,7.0,A
2,12,5,16,141,65,106,33,3,2012-04-28,2,15,4,14,139,51,142,58,4,4.2,3.6,1.83,H
4,15,2,12,124,44,120,48,4,2012-04-28,4,10,4,11,126,43,122,47,2,4.5,3.75,1.73,D
2,10,6,22,141,53,105,45,2,2012-04-28,2,17,4,14,132,40,136,50,4,7.0,4.33,1.44,H
3,9,6,16,141,52,133,43,1,2012-04-28,2,15,4,14,99,43,135,55,4,3.3,3.5,2.1,H
3,7,5,18,129,57,128,47,2,2012-05-05,5,12,2,12,129,48,117,44,3,2.88,3.3,2.4,H
4,17,0,6,117,39,107,38,6,2012-05-05,2,26,0,10,77,34,165,62,8,9.5,5.25,1.3,H
1,22,2,7,90,33,142,55,7,2012-05-05,3,8,6,26,142,66,100,34,1,1.62,4.0,5.0,A
2,7,7,20,145,54,121,45,1,2012-05-05,2,11,5,14,133,63,109,33,3,9.0,5.0,1.33,H
3,14,4,17,131,55,135,41,3,2012-05-05,2,10,6,23,153,54,105,47,2,3.6,3.6,1.95,H
4,9,4,10,123,39,125,47,2,2012-05-05,3,13,4,12,128,41,105,38,3,3.0,3.4,2.3,A
2,14,4,14,138,49,133,55,4,2012-05-05,2,15,4,13,107,36,124,38,4,2.8,3.3,2.5,A
2,17,3,13,96,42,135,60,5,2012-05-05,3,23,1,11,155,40,130,63,6,3.6,3.75,1.91,H
2,21,3,12,116,36,147,52,5,2012-05-05,3,10,6,18,143,57,124,44,1,2.7,3.4,2.5,A
3,12,6,20,154,60,126,45,1,2012-08-24,2,28,0,9,80,33,161,63,8,9.0,5.5,1.3,H
2,16,4,15,135,49,122,51,4,2012-08-25,4,7,5,15,160,67,94,35,1,2.4,3.4,2.8,H
3,12,4,13,121,41,105,36,3,2012-08-25,4,15,1,9,116,41,104,38,5,2.75,3.3,2.5,D
2,15,5,17,103,36,120,39,3,2012-08-25,3,7,5,15,128,52,130,47,2,3.5,3.4,2.05,A
2,14,5,19,138,59,122,37,3,2012-08-25,4,12,3,9,112,36,128,48,3,4.0,3.4,1.91,H
1,19,4,16,99,42,133,57,5,2012-08-25,3,22,1,13,159,40,130,60,6,3.6,3.5,2.0,A
2,23,2,12,124,38,148,53,6,2012-08-26,1,11,5,13,129,60,122,36,4,2.38,3.4,2.88,D
3,9,5,16,170,75,108,39,2,2012-09-01,2,14,5,14,126,52,132,45,3,3.5,3.4,2.05,A
4,16,1,10,111,41,106,39,5,2012-09-01,2,15,4,14,144,47,134,57,4,5.5,4.0,1.57,H
1,30,0,10,86,34,166,66,9,2012-09-01,2,15,4,15,101,38,123,45,4,1.55,4.0,6.0,D
3,11,3,12,123,49,128,42,4,2012-09-01,3,22,2,13,113,35,152,53,5,8.5,4.75,1.36,H
3,6,5,13,135,53,121,47,2,2012-09-01,3,10,7,22,159,62,126,41,0,4.5,3.75,1.73,H
2,22,2,14,165,42,118,56,6,2012-09-02,1,22,1,5,84,29,142,55,8,11.0,6.0,1.25,H
2,13,4,12,134,60,117,34,4,2012-09-02,1,17,4,14,102,43,135,54,5,3.75,3.5,1.95,A
1,14,5,17,113,49,130,51,4,2012-09-14,3,10,4,14,125,52,140,41,3,2.5,3.4,2.7,D
4,10,4,12,111,40,101,36,2,2012-09-15,1,22,1,6,84,31,143,61,8,15.0,7.0,1.17,H
2,16,3,12,141,41,126,62,5,2012-09-15,2,30,0,11,88,35,166,67,8,7.0,4.33,1.44,H
3,12,6,21,152,61,138,48,1,2012-09-15,2,13,4,11,125,54,115,31,4,3.0,3.4,2.3,H
3,15,3,13,109,40,124,47,4,2012-09-15,4,12,3,9,103,36,124,45,3,3.75,3.4,2.0,A
3,5,5,12,139,57,117,45,2,2012-09-16,3,12,4,14,168,73,118,39,3,3.75,3.4,2.0,H
2,13,5,16,131,49,121,43,3,2012-09-16,4,13,2,11,110,45,102,35,4,2.8,3.4,2.4,H
3,13,4,15,171,77,122,39,3,2012-09-21,3,18,2,14,115,44,118,47,5,3.4,3.4,2.1,A
2,27,0,10,89,34,165,65,8,2012-09-22,3,6,5,13,141,59,125,51,2,1.57,4.2,5.25,H
3,9,4,13,119,51,132,37,3,2012-09-22,4,10,4,12,119,43,93,33,2,4.75,3.6,1.73,H
1,23,1,6,83,30,152,64,8,2012-09-22,3,21,2,13,126,34,138,52,5,1.91,3.4,4.0,A
2,15,3,11,124,52,120,34,5,2012-09-23,2,14,6,20,142,55,117,45,2,2.7,3.4,2.5,H
4,13,3,10,101,36,126,48,3,2012-09-23,2,16,3,13,138,42,124,62,5,3.8,3.6,1.91,D
3,20,3,19,152,49,115,53,4,2012-09-23,2,13,7,23,150,60,132,47,1,3.75,3.6,1.91,D
3,9,5,16,109,45,125,50,2,2012-09-25,1,24,1,6,91,32,153,65,8,13.0,6.5,1.2,H
1,25,1,9,85,33,166,67,8,2012-09-25,2,14,4,15,158,73,128,40,4,1.8,3.75,4.2,D
4,9,4,12,111,39,95,33,2,2012-09-25,2,20,3,14,124,34,133,50,5,6.0,3.8,1.57,H
3,17,2,12,135,39,144,67,5,2012-09-26,3,7,5,14,126,53,129,32,2,2.25,3.3,3.2,A
3,15,6,22,154,57,124,46,1,2012-09-26,5,14,2,14,115,44,118,40,3,2.7,3.4,2.5,A
3,19,2,15,115,45,126,49,5,2012-09-26,2,14,4,13,126,52,113,33,4,3.4,3.4,2.1,H
3,8,5,15,151,65,120,49,2,2012-09-26,5,13,2,9,120,42,117,43,3,4.0,3.5,1.91,D
1,16,6,20,128,50,118,46,3,2012-09-26,3,18,3,17,136,45,117,51,4,4.0,3.75,1.83,A
5,15,2,11,132,41,114,44,3,2012-09-29,2,25,1,11,88,32,164,70,7,9.0,4.5,1.36,H
2,18,3,11,116,44,116,37,5,2012-09-29,3,9,5,16,145,60,120,49,2,3.0,3.4,2.3,H
3,7,5,15,120,54,133,35,2,2012-09-29,1,17,6,19,122,48,121,51,3,4.5,3.75,1.75,D
3,14,4,19,138,52,115,48,3,2012-09-29,2,18,3,17,110,46,118,46,5,3.0,3.4,2.3,A
1,25,1,5,88,30,160,73,8,2012-09-29,2,16,6,22,159,60,122,48,2,1.53,4.0,6.0,A
4,13,3,14,106,42,124,44,3,2012-09-30,2,16,4,17,148,74,128,37,4,4.5,3.75,1.75,H
4,8,4,11,117,42,91,33,2,2012-09-30,3,8,5,16,123,54,118,45,2,3.4,3.4,2.1,A
1,14,7,22,155,58,116,44,2,2012-10-05,4,6,4,12,115,47,118,35,2,2.3,3.5,2.9,H
2,13,6,19,116,44,119,47,2,2012-10-06,1,27,0,4,83,26,172,74,9,17.0,7.5,1.14,H
2,14,4,18,113,50,119,45,4,2012-10-06,4,12,4,15,102,42,126,44,2,3.3,3.5,2.1,H
3,8,5,16,123,54,124,45,2,2012-10-06,3,21,2,12,125,35,141,54,5,8.0,4.5,1.4,H
2,29,1,11,90,31,168,72,7,2012-10-07,2,16,4,12,113,43,123,39,4,1.67,3.75,5.0,D
2,18,3,17,144,75,123,36,5,2012-10-07,4,13,3,14,135,43,100,40,3,3.0,3.5,2.25,H
2,18,2,11,119,38,139,63,6,2012-10-07,3,13,4,18,131,53,110,44,3,2.75,3.5,2.4,D
3,23,1,10,116,33,138,55,6,2012-10-20,3,28,1,11,88,33,166,69,6,5.0,4.0,1.62,A
3,17,3,12,110,38,130,44,4,2012-10-20,1,17,4,18,132,69,127,37,5,3.3,3.5,2.1,H
3,7,4,11,126,49,99,35,3,2012-10-20,2,17,2,10,112,32,135,62,6,5.0,3.8,1.67,D
4,12,3,14,139,45,90,35,3,2012-10-20,1,14,7,21,149,54,122,46,2,3.4,3.4,2.1,H
3,15,4,15,106,46,134,49,3,2012-10-20,3,7,5,17,127,55,106,39,2,3.1,3.4,2.25,A
4,11,4,19,135,56,102,38,2,2012-10-21,3,10,4,12,153,60,112,43,3,3.1,3.4,2.25,A
4,7,4,12,107,42,121,35,2,2012-10-21,2,12,5,21,116,53,119,46,3,3.6,3.5,2.0,D
2,9,5,12,161,60,123,47,3,2012-10-26,4,6,4,11,110,42,116,33,2,2.88,3.4,2.38,A
3,27,2,13,91,36,156,65,5,2012-10-27,2,17,4,15,98,43,131,51,4,1.62,3.75,5.5,A
2,16,6,23,125,48,120,56,2,2012-10-27,3,9,4,13,129,54,94,30,3,3.6,3.5,2.0,H
2,11,5,20,119,53,114,42,3,2012-10-27,2,24,1,10,109,31,140,57,7,9.0,5.5,1.3,H
3,18,2,12,107,32,139,66,5,2012-10-28,0,32,0,3,68,24,180,82,10,13.0,6.0,1.22,A
4,12,3,16,141,44,95,36,3,2012-10-28,2,18,4,15,114,42,127,43,4,3.8,3.6,1.91,A
1,20,3,16,123,62,135,42,6,2012-10-28,3,11,4,18,134,60,112,40,3,3.3,3.5,2.1,H
3,13,3,17,132,61,117,39,4,2012-11-03,3,24,2,11,87,33,156,65,5,9.0,5.0,1.33,D
0,31,1,5,64,24,188,82,9,2012-11-03,1,11,5,12,168,57,118,46,4,1.36,5.0,7.5,A
3,6,5,13,108,41,127,34,2,2012-11-03,2,20,4,17,115,47,122,44,4,4.75,3.75,1.7,H
2,21,1,10,112,30,134,59,7,2012-11-03,2,14,6,23,121,46,111,51,2,1.8,3.6,4.33,H
2,13,5,16,106,45,120,45,3,2012-11-03,3,15,3,18,138,46,97,40,4,3.2,3.25,2.25,D
2,8,6,19,115,48,101,35,2,2012-11-03,2,8,6,19,120,54,109,37,2,2.7,3.4,2.5,H
2,12,4,13,121,51,93,30,4,2012-11-04,2,17,5,17,140,43,131,51,3,3.6,3.5,2.0,H
2,8,5,15,119,52,108,36,3,2012-11-09,2,13,4,12,127,50,101,33,4,4.5,3.5,1.8,H
4,20,2,11,91,34,162,66,4,2012-11-10,3,5,6,15,111,42,123,36,1,1.5,4.1,6.5,A
2,21,2,14,121,56,135,50,6,2012-11-10,0,30,1,4,64,25,188,84,9,16.0,7.0,1.17,H
2,16,5,22,128,49,107,52,3,2012-11-10,4,9,4,15,140,57,77,25,2,2.5,3.3,2.75,D
1,11,5,14,169,62,114,46,4,2012-11-10,3,14,4,13,106,43,125,46,3,3.6,3.5,2.0,D
2,17,4,15,137,42,129,51,4,2012-11-10,2,20,2,11,99,30,141,64,6,7.0,4.5,1.44,H
4,13,3,19,146,48,100,39,3,2012-11-11,4,7,5,16,125,60,98,30,1,2.7,3.25,2.6,A
2,20,4,16,114,48,111,42,4,2012-11-11,4,10,3,15,139,65,114,37,3,3.6,3.5,2.0,A
3,18,2,14,122,34,145,73,5,2012-11-11,2,6,6,17,111,47,91,34,2,2.2,3.5,3.1,H
4,9,5,17,116,58,103,31,1,2012-11-17,4,21,2,11,97,39,159,64,4,15.0,7.0,1.17,H
3,6,6,16,118,42,123,40,1,2012-11-17,2,19,3,15,121,58,128,48,5,4.5,3.75,1.73,H
1,14,4,12,129,49,105,32,5,2012-11-17,2,11,4,13,167,57,112,45,4,2.8,3.4,2.4,H
3,13,4,12,107,44,133,45,3,2012-11-17,1,22,4,16,112,49,112,44,5,3.4,3.4,2.1,A
1,20,2,10,99,31,131,61,7,2012-11-17,3,18,2,15,114,36,135,67,5,2.5,3.5,2.63,H
4,12,3,18,136,66,117,40,3,2012-11-17,4,15,3,20,143,43,103,43,3,2.88,3.4,2.38,A
0,29,1,4,71,25,188,87,9,2012-11-17,2,8,6,17,120,49,100,31,2,1.29,5.5,10.0,D
2,8,6,18,110,46,90,37,2,2012-11-18,3,16,4,21,132,49,97,45,3,3.1,3.4,2.25,A
5,8,4,16,128,54,79,24,1,2012-11-18,2,17,4,15,123,40,128,51,4,6.0,4.1,1.53,H
2,12,3,11,165,51,111,45,5,2012-11-23,4,9,5,18,137,56,78,27,1,2.38,3.25,3.0,H
1,19,5,18,128,56,111,42,4,2012-11-24,1,24,1,4,71,23,179,78,8,15.0,7.0,1.17,H
2,8,6,17,109,47,101,30,2,2012-11-24,4,9,6,20,120,61,101,31,0,2.75,3.3,2.5,D
3,23,2,11,96,38,156,64,5,2012-11-24,1,14,4,12,132,51,108,32,5,1.62,3.75,5.5,A
2,19,3,17,121,57,130,47,5,2012-11-24,1,17,3,11,95,34,127,58,6,6.0,4.33,1.5,D
2,17,4,16,116,39,134,48,4,2012-11-24,2,11,5,15,119,46,93,40,3,3.1,3.4,2.25,D
