away-draws,away-goals,away-losses,away-opposition-goals,away-opposition-shots,away-opposition-shots-on-target,away-shots,away-shots-on-target,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-opposition-shots,home-opposition-shots-on-target,home-shots,home-shots-on-target,home-wins,odds-away,odds-draw,odds-home,result
1,13,5,15,97,35,114,43,4,2014-02-08,1,13,7,22,145,58,138,60,2,2.6,3.4,2.6,A
0,32,0,5,87,34,193,86,10,2014-02-08,5,14,3,16,142,48,147,58,2,1.22,6.5,11.0,A
2,20,4,16,96,39,149,58,4,2014-02-08,2,14,6,28,168,65,108,37,2,1.36,4.75,8.0,A
2,16,2,11,143,46,124,49,6,2014-02-08,3,19,2,12,117,45,163,69,5,4.33,3.6,1.8,H
2,18,5,21,137,56,153,50,3,2014-02-09,2,20,2,10,124,51,120,54,6,6.0,3.8,1.57,H
3,16,2,11,119,40,125,36,5,2014-02-09,1,13,7,24,145,63,98,38,2,2.8,3.4,2.4,A
2,17,5,19,143,58,148,48,3,2014-02-14,2,14,3,14,154,52,123,48,5,4.0,3.5,1.91,H
1,11,5,15,159,64,112,35,4,2014-02-15,0,31,0,3,86,31,198,87,10,23.0,10.0,1.08,H
1,10,8,25,146,60,135,56,1,2014-02-15,2,4,6,14,164,57,123,37,2,2.5,3.3,2.75,H
2,11,5,16,133,55,118,49,3,2014-02-15,2,22,4,16,95,39,154,58,4,10.0,6.0,1.25,H
0,13,8,27,148,62,104,35,2,2014-02-15,3,15,5,20,134,57,127,46,2,3.6,3.6,1.95,H
2,21,1,7,120,44,124,56,7,2014-02-15,0,15,4,10,133,44,139,56,6,3.4,3.4,2.1,A
2,13,3,10,139,55,130,50,5,2014-02-15,2,15,6,30,164,61,111,40,2,2.05,3.5,3.5,D
4,13,4,17,150,50,149,54,2,2014-02-16,3,19,1,10,111,34,124,40,6,4.33,3.6,1.8,A
3,19,2,12,117,45,161,64,5,2014-02-16,1,14,4,12,98,33,114,42,5,2.88,3.4,2.38,A
2,15,2,12,149,48,131,52,6,2014-02-21,2,21,1,8,115,40,124,55,7,4.6,3.6,1.75,D
3,17,2,10,111,32,123,39,5,2014-02-22,1,8,6,19,155,59,110,27,3,2.3,3.25,3.1,A
2,20,4,15,99,39,158,59,4,2014-02-22,1,12,8,27,152,63,136,56,1,1.36,5.0,7.5,H
3,18,4,19,130,54,133,51,3,2014-02-22,3,12,3,11,137,54,139,52,4,3.6,3.6,1.95,D
2,7,6,16,166,57,120,37,2,2014-02-22,4,14,3,14,154,48,140,44,3,5.5,3.75,1.62,H
1,15,4,12,95,31,109,37,5,2014-02-22,0,13,8,25,144,60,114,38,2,2.6,3.3,2.63,A
0,16,4,11,127,41,136,53,6,2014-02-22,3,19,2,12,120,44,159,64,5,2.8,3.4,2.4,H
3,13,6,29,163,61,114,41,1,2014-02-23,2,10,5,18,144,63,115,45,3,4.75,3.75,1.7,D
0,33,0,2,91,28,197,87,10,2014-02-23,2,15,5,18,150,60,144,45,3,1.22,7.0,10.0,A
1,9,6,20,163,62,104,27,3,2014-02-28,1,14,4,11,100,30,107,36,5,5.5,3.75,1.62,D
1,15,6,22,156,66,133,42,3,2014-03-01,3,21,1,9,101,28,135,49,6,4.75,3.6,1.75,D
3,18,1,7,121,45,123,53,6,2014-03-01,0,34,0,2,93,31,188,85,10,13.0,7.0,1.18,H
4,11,3,12,137,58,140,57,3,2014-03-01,1,8,7,18,153,56,134,42,2,1.91,3.5,4.0,D
4,15,2,12,164,50,127,46,4,2014-03-01,2,19,4,16,102,41,161,61,4,11.0,6.5,1.22,H
3,14,2,12,151,48,126,51,5,2014-03-01,0,12,5,11,125,40,134,52,5,4.33,3.8,1.75,A
1,12,7,22,147,60,138,56,2,2014-03-01,4,12,5,26,167,59,108,38,1,2.5,3.5,2.63,H
0,11,9,26,134,59,118,37,1,2014-03-02,3,10,4,17,127,54,122,45,3,3.3,3.5,2.1,H
3,20,2,12,126,48,158,65,5,2014-03-02,4,18,3,18,132,58,143,51,3,2.6,3.4,2.6,H
2,9,4,15,127,49,120,43,4,2014-03-08,1,9,8,22,151,63,130,51,1,2.75,3.3,2.5,D
0,11,6,12,122,41,149,58,4,2014-03-08,2,15,5,20,153,62,132,40,3,2.3,3.4,3.0,D
4,20,1,10,103,27,135,49,5,2014-03-08,5,10,3,13,148,59,133,50,2,3.1,3.25,2.3,A
4,11,4,23,160,56,99,37,2,2014-03-08,3,14,3,14,169,53,120,42,4,4.0,3.5,1.91,A
4,24,2,18,122,58,152,60,4,2014-03-08,2,16,2,9,128,49,120,48,6,4.2,4.0,1.75,H
2,9,6,18,157,58,133,38,2,2014-03-08,0,12,9,26,128,54,122,39,1,5.0,3.8,1.67,D
0,36,0,3,96,31,200,92,10,2014-03-08,2,21,3,17,132,54,141,64,5,1.29,5.75,9.0,A
2,22,3,13,96,38,182,66,5,2014-03-09,2,8,6,20,151,57,103,30,2,1.33,5.0,9.0,A
2,14,3,10,103,33,104,36,5,2014-03-09,3,12,2,10,146,48,117,47,5,3.4,3.2,2.2,D
2,17,2,9,129,50,132,52,6,2014-03-14,3,22,1,11,109,33,152,53,6,3.1,3.3,2.25,A
1,9,6,13,125,43,141,52,3,2014-03-15,0,40,0,4,100,31,200,96,10,15.0,8.0,1.14,H
1,21,4,22,133,58,133,63,5,2014-03-15,3,11,5,18,153,54,136,38,2,1.91,3.6,3.8,D
5,10,4,15,158,59,136,54,1,2014-03-15,2,20,3,12,94,32,178,64,5,7.5,5.0,1.36,A
3,14,5,21,150,59,138,44,2,2014-03-15,2,15,3,11,117,39,107,43,5,4.0,3.5,1.91,A
4,12,1,8,142,51,121,47,5,2014-03-15,3,20,3,18,133,61,144,54,4,3.1,3.5,2.2,A
1,14,8,25,127,52,127,42,1,2014-03-15,3,9,4,19,157,52,98,36,3,2.7,3.4,2.5,D
2,8,6,20,151,57,104,26,2,2014-03-16,3,10,3,14,129,55,115,41,4,4.2,3.6,1.83,A
3,14,3,13,164,51,119,41,4,2014-03-16,1,9,8,22,138,61,128,52,1,3.2,3.4,2.2,H
4,10,3,13,156,45,102,37,3,2014-03-21,2,12,5,18,160,60,98,29,3,3.25,3.3,2.2,H
2,21,3,13,94,31,190,66,5,2014-03-22,3,15,4,17,153,56,131,43,3,1.67,4.0,4.75,A
0,35,0,5,100,32,206,94,10,2014-03-22,3,15,1,9,148,58,120,50,6,1.22,6.5,11.0,A
2,13,4,14,111,40,107,42,4,2014-03-22,5,10,4,15,174,63,124,49,1,3.75,3.4,2.0,H
4,12,4,17,148,50,131,38,2,2014-03-22,2,18,1,8,131,45,133,53,7,7.0,4.75,1.4,H
1,11,7,22,131,59,146,60,2,2014-03-22,2,11,8,24,123,51,130,37,0,3.6,3.5,2.0,H
3,22,2,13,111,32,157,50,5,2014-03-22,2,19,4,23,128,58,127,58,4,3.3,3.5,2.1,D
3,20,4,21,131,61,155,62,3,2014-03-23,1,9,7,15,135,46,140,51,2,4.5,3.8,1.73,A
3,10,3,16,125,56,128,44,4,2014-03-23,2,14,4,14,178,60,112,40,4,2.88,3.3,2.4,A
2,15,2,11,161,65,118,51,6,2014-03-25,4,12,4,16,160,53,133,41,2,2.1,3.4,3.4,H
2,19,1,9,134,48,152,60,7,2014-03-25,1,22,3,11,89,30,189,63,6,6.5,4.75,1.44,D
0,34,0,4,91,27,207,94,10,2014-03-25,2,10,5,15,110,40,103,40,3,1.2,6.5,13.0,A
3,17,4,23,131,56,125,53,3,2014-03-25,4,9,3,13,158,44,100,36,3,2.25,3.4,3.1,A
1,11,7,17,131,48,137,49,2,2014-03-26,4,19,2,13,112,32,149,44,4,2.88,3.4,2.4,A
4,13,4,15,176,65,122,52,2,2014-03-26,3,14,3,18,123,53,135,48,4,2.63,3.3,2.6,H
2,15,4,17,154,59,104,31,4,2014-03-26,1,10,7,20,121,54,139,55,2,3.4,3.4,2.1,D
2,12,5,17,152,55,119,40,3,2014-03-26,2,21,4,21,127,58,153,65,4,3.6,3.75,1.91,H
2,11,7,21,117,46,133,36,1,2014-03-26,1,13,5,16,180,63,109,38,4,2.45,3.4,2.75,H
2,9,6,17,103,41,101,38,2,2014-03-28,2,19,1,9,137,50,152,62,7,4.25,3.6,1.8,H
2,24,3,21,121,51,157,70,5,2014-03-29,0,35,0,5,85,24,196,87,10,15.0,8.0,1.14,D
0,15,5,16,185,66,105,39,5,2014-03-29,3,14,4,17,155,58,104,32,3,3.4,3.3,2.15,H
4,14,4,17,156,55,133,36,2,2014-03-29,1,14,6,17,142,48,128,51,3,8.0,5.25,1.33,D
3,19,3,15,120,34,162,44,4,2014-03-29,2,13,3,12,157,60,117,49,5,3.0,3.25,2.38,H
2,21,2,9,91,30,187,64,6,2014-03-29,2,10,7,21,118,47,132,36,1,1.67,4.0,4.75,A
2,14,3,17,123,52,144,47,5,2014-03-29,2,18,4,22,123,54,126,49,4,4.2,3.6,1.83,H
4,9,4,16,155,48,95,35,2,2014-03-30,2,12,5,18,161,60,107,35,3,3.8,3.6,1.91,A
2,9,6,18,119,51,142,52,2,2014-03-30,3,11,5,14,172,56,117,50,2,4.5,3.75,1.75,H
2,13,5,15,138,45,128,47,3,2014-04-04,2,10,6,18,124,51,148,56,2,2.1,3.5,3.3,H
1,36,0,7,94,30,183,86,9,2014-04-05,2,17,4,16,116,37,168,47,4,1.36,5.0,7.5,H
2,19,3,20,124,52,124,50,5,2014-04-05,1,22,2,9,96,32,186,65,7,6.5,4.5,1.44,H
2,14,3,11,155,59,121,52,5,2014-04-05,2,14,4,19,138,59,150,50,4,2.8,3.3,2.5,H
3,14,4,13,165,50,124,54,3,2014-04-05,0,13,6,19,187,70,98,34,4,2.15,3.4,3.3,A
3,14,4,17,149,52,105,34,3,2014-04-05,2,11,7,22,111,45,132,36,1,4.2,3.75,1.8,H
2,18,1,9,137,48,153,57,7,2014-04-05,3,11,4,17,157,50,94,40,3,1.95,3.6,3.6,D
2,10,6,19,148,60,106,33,2,2014-04-06,4,15,4,18,159,56,135,36,2,2.75,3.3,2.5,H
3,27,2,20,116,50,165,76,5,2014-04-06,2,9,6,18,111,44,105,37,2,2.7,3.6,2.38,D
2,16,3,14,130,50,155,54,5,2014-04-11,3,17,1,9,146,47,149,56,6,5.0,3.75,1.67,H
1,22,2,9,99,30,176,64,7,2014-04-12,1,31,1,8,96,34,174,74,8,6.0,4.33,1.5,A
4,17,3,16,150,52,130,34,3,2014-04-12,3,14,4,17,148,52,117,41,3,3.4,3.4,2.1,H
2,12,5,16,129,52,159,61,3,2014-04-12,2,7,7,21,147,57,101,29,1,2.8,3.4,2.4,H
4,11,3,15,146,50,109,45,3,2014-04-12,2,12,4,13,163,65,125,52,4,4.33,3.6,1.8,H
2,12,6,20,118,48,134,38,2,2014-04-12,3,15,3,10,163,47,127,54,4,3.8,3.5,1.95,D
0,10,7,20,189,72,101,33,3,2014-04-12,2,19,3,20,121,51,133,47,5,5.25,4.2,1.57,H
2,15,4,15,128,39,159,49,4,2014-04-13,4,25,2,21,120,55,162,72,4,2.8,3.5,2.4,H
3,9,5,16,111,43,103,38,2,2014-04-13,2,12,6,16,146,47,136,50,2,5.0,3.8,1.67,H
2,9,6,20,136,53,126,43,2,2014-04-17,2,13,4,16,142,57,146,50,4,3.6,3.5,2.0,A
3,7,6,18,114,44,102,36,1,2014-04-19,2,11,5,16,138,47,172,52,3,4.0,3.5,1.91,D
1,29,2,11,96,38,170,71,7,2014-04-19,4,17,3,15,149,53,133,37,3,1.4,5.0,6.5,A
2,15,3,10,155,60,140,55,5,2014-04-19,1,20,2,8,102,28,170,62,7,7.5,5.0,1.36,H
4,16,2,10,168,48,127,55,4,2014-04-19,2,15,4,16,143,52,124,45,4,2.2,3.4,3.2,H
2,20,3,21,118,50,140,48,5,2014-04-19,2,13,5,15,150,63,150,61,3,2.3,3.5,2.9,A
3,26,2,20,132,59,170,77,5,2014-04-19,4,10,3,13,154,47,107,42,3,2.3,3.6,2.8,H
2,13,6,17,141,46,141,51,2,2014-04-20,0,11,7,22,195,74,97,32,3,1.91,3.6,3.75,A
3,17,1,9,150,49,155,57,6,2014-04-20,3,12,5,17,122,47,135,41,2,2.5,3.5,2.63,H
3,14,4,14,123,42,134,41,3,2014-04-25,2,12,5,20,131,51,128,47,3,2.5,3.4,2.7,D
3,12,3,13,151,44,104,42,4,2014-04-26,1,27,2,11,91,39,166,67,7,11.0,7.0,1.2,H
4,13,4,15,143,48,126,31,2,2014-04-26,4,6,5,16,116,41,102,36,1,3.6,3.5,2.0,H
2,15,4,15,137,53,153,55,4,2014-04-26,3,23,3,22,131,62,171,72,4,3.6,3.75,1.91,D
1,20,2,10,104,29,179,62,7,2014-04-26,2,16,5,16,139,48,143,53,3,2.25,3.5,3.0,D
0,11,8,26,192,75,95,36,2,2014-04-26,2,15,4,14,171,68,130,49,4,5.25,4.0,1.62,H
2,19,3,14,141,49,127,52,5,2014-04-26,2,21,3,21,119,49,148,52,5,6.0,4.75,1.44,D
2,12,5,14,152,63,146,56,3,2014-04-27,3,11,4,15,140,49,164,46,3,4.0,3.6,1.85,H
3,17,3,13,168,48,124,53,4,2014-04-27,3,16,2,11,149,48,158,56,5,3.5,3.6,2.0,A
3,10,4,14,146,49,161,41,3,2014-05-03,4,12,4,15,157,54,111,26,2,2.4,3.5,2.75,A
3,21,3,20,126,56,170,70,4,2014-05-03,2,22,1,9,107,28,178,64,7,7.0,5.5,1.36,H
3,17,4,15,144,49,141,52,3,2014-05-03,2,15,4,15,152,58,140,54,4,1.75,4.0,4.2,A
2,16,3,12,146,46,159,58,5,2014-05-03,3,19,2,12,146,46,127,54,5,1.95,3.6,3.6,A
1,28,2,13,90,39,175,71,7,2014-05-03,2,10,6,17,152,64,152,55,2,1.36,5.25,7.0,A
1,17,4,14,168,65,133,46,5,2014-05-03,2,16,3,11,166,47,123,50,5,3.8,3.8,1.85,H
3,12,4,16,123,47,129,46,3,2014-05-03,0,9,9,27,188,74,102,32,1,3.25,3.6,2.1,A
3,20,3,22,114,50,162,54,4,2014-05-03,4,13,3,12,123,40,126,38,3,2.4,3.6,2.7,A
4,6,5,15,109,36,113,43,1,2014-05-03,2,14,4,18,153,51,108,45,4,2.5,3.5,2.63,H
2,13,5,16,160,59,133,50,3,2014-05-10,2,10,4,13,153,53,169,46,4,5.5,4.33,1.53,H
4,13,3,12,123,40,119,36,3,2014-05-10,1,27,2,13,90,40,171,67,7,11.0,7.0,1.2,H
2,19,3,14,163,50,130,50,5,2014-05-10,2,13,4,15,122,50,133,51,4,3.5,3.6,2.0,H
2,22,1,11,115,30,166,65,7,2014-05-10,3,6,6,17,114,35,115,45,1,1.53,4.5,5.25,A
3,11,5,15,169,60,108,29,2,2014-05-10,3,17,4,21,136,61,165,62,3,4.2,4.5,1.67,H
2,15,4,18,153,51,105,42,4,2014-05-10,3,19,3,14,141,48,143,49,4,9.0,6.5,1.25,H
2,11,6,20,155,65,151,56,2,2014-05-10,1,17,5,17,156,61,142,47,4,3.75,4.0,1.83,H
0,9,9,26,174,72,113,38,1,2014-05-10,2,17,2,7,134,35,175,60,6,9.5,5.5,1.29,H
1,18,3,11,164,48,118,50,6,2014-05-10,3,20,2,17,103,40,169,55,5,3.75,4.0,1.83,H
3,22,1,12,98,31,176,62,6,2014-08-22,1,22,2,12,86,39,177,61,7,10.0,6.0,1.25,H
2,20,3,14,130,43,148,54,5,2014-08-23,2,25,1,11,115,35,167,68,7,5.0,4.33,1.57,A
2,21,3,16,170,55,132,57,5,2014-08-23,1,13,6,17,162,57,133,50,3,3.6,3.4,2.05,H
1,12,7,22,161,69,156,54,2,2014-08-23,2,8,7,29,134,65,98,33,1,3.6,3.5,2.0,D
2,17,2,8,135,37,173,62,6,2014-08-23,1,15,4,16,125,56,133,53,5,2.3,3.5,2.9,H
2,14,5,20,152,53,101,39,3,2014-08-23,2,5,7,20,111,36,113,41,1,3.75,3.5,1.95,D
2,10,4,13,145,47,167,49,4,2014-08-23,3,20,3,18,118,54,171,68,4,3.8,3.6,1.91,H
3,11,4,11,136,43,113,34,3,2014-08-24,1,18,3,12,164,54,116,45,6,3.75,3.5,1.95,D
2,24,1,11,119,34,153,65,7,2014-08-29,2,9,4,13,145,46,158,48,4,1.73,3.75,4.5,A
3,7,6,19,113,38,116,41,1,2014-08-30,2,21,2,12,118,39,153,53,6,6.5,4.5,1.44,H
1,22,2,12,89,40,171,63,7,2014-08-30,2,16,3,9,122,37,175,63,5,1.44,4.75,6.0,D
3,7,7,29,139,62,92,31,0,2014-08-30,3,11,4,11,145,46,104,34,3,3.6,3.5,2.0,A
3,20,2,14,119,49,159,59,5,2014-08-30,2,15,5,21,155,55,100,41,3,2.15,3.5,3.2,D
1,13,5,13,168,59,117,43,4,2014-08-30,2,22,2,13,107,39,174,64,6,5.0,4.33,1.57,D
2,17,3,12,146,50,128,48,5,2014-08-31,2,17,4,16,154,48,138,59,4,2.38,3.4,2.88,D
1,14,4,17,121,56,134,53,5,2014-08-31,1,17,5,18,152,50,142,44,4,3.3,3.3,2.2,D
3,15,4,19,153,53,108,39,3,2014-09-12,2,23,1,11,109,33,162,55,7,9.0,5.5,1.3,D
3,10,5,13,149,49,106,36,2,2014-09-13,2,21,2,13,93,43,158,59,6,15.0,7.5,1.17,H
3,14,4,15,156,48,141,60,3,2014-09-13,2,24,1,13,122,34,160,69,7,10.0,6.0,1.25,H
2,17,4,16,140,48,152,45,4,2014-09-13,3,9,6,20,126,41,111,40,1,3.2,3.3,2.25,A
2,23,2,14,104,41,178,74,6,2014-09-13,4,18,2,13,122,45,159,53,4,2.75,3.5,2.4,D
3,14,3,9,121,37,151,56,4,2014-09-13,3,14,3,12,155,52,129,47,4,2.8,3.4,2.4,H
1,10,5,15,157,54,158,49,4,2014-09-14,2,10,5,13,169,66,103,38,3,3.2,3.3,2.25,A
2,10,7,23,165,72,156,48,1,2014-09-14,2,14,3,14,120,53,136,56,5,3.2,3.4,2.2,H
3,9,6,20,120,41,124,41,1,2014-09-19,2,14,5,17,150,49,134,59,3,2.8,3.3,2.5,D
4,17,3,19,160,53,110,42,3,2014-09-20,1,10,4,12,158,52,153,53,5,3.8,3.6,1.91,H
2,20,2,12,96,41,159,61,6,2014-09-20,1,9,8,24,165,72,146,43,1,1.25,6.0,10.0,D
1,27,1,14,118,33,157,69,8,2014-09-20,2,19,3,14,143,48,147,46,5,1.57,4.33,5.0,H
2,9,6,14,177,71,103,39,2,2014-09-20,2,15,4,13,126,40,154,58,4,4.5,3.8,1.73,D
5,16,2,13,136,49,154,51,3,2014-09-20,3,10,5,13,152,52,100,31,2,2.7,3.4,2.5,A
3,18,2,12,152,54,143,54,5,2014-09-21,4,7,5,19,128,52,87,26,1,2.5,3.3,2.75,D
3,23,1,13,95,35,175,57,6,2014-09-21,3,21,2,14,113,45,181,70,5,2.4,3.5,2.8,H
2,18,3,14,151,48,141,44,5,2014-09-23,3,10,5,14,163,65,107,39,2,2.9,3.3,2.38,D
3,13,5,17,148,49,135,57,2,2014-09-23,4,15,2,10,142,45,144,46,4,5.25,4.0,1.62,D
3,15,4,15,130,43,149,57,3,2014-09-23,4,17,4,22,170,56,112,40,2,2.4,3.4,2.8,A
3,8,5,12,145,51,106,30,2,2014-09-24,1,24,2,14,115,35,160,68,7,7.5,5.0,1.36,D
5,6,4,17,123,45,93,30,1,2014-09-24,2,14,2,11,117,41,144,57,6,3.25,3.4,2.15,H
3,23,2,14,114,42,176,70,5,2014-09-24,4,11,5,20,122,42,120,42,1,2.25,3.5,3.0,H
1,14,3,11,157,51,160,56,6,2014-09-24,2,23,2,16,103,42,172,54,6,5.25,4.2,1.57,H
2,8,7,21,163,66,133,36,1,2014-09-24,4,15,2,11,145,54,135,46,4,4.75,4.0,1.65,H
4,17,2,12,137,44,151,51,4,2014-09-26,3,20,2,14,153,49,129,44,5,2.8,3.4,2.4,D
2,21,1,8,75,27,172,65,7,2014-09-27,4,5,5,17,125,48,89,29,1,1.36,5.0,7.5,A
2,23,1,14,96,41,170,49,7,2014-09-27,4,16,4,18,154,52,123,53,2,1.8,3.75,4.2,D
2,24,2,15,106,37,175,72,6,2014-09-27,2,17,4,14,123,42,151,56,4,2.05,3.6,3.4,H
2,15,1,8,115,41,142,59,7,2014-09-27,4,8,5,14,152,52,104,30,1,3.6,3.5,1.95,H
3,16,5,24,172,55,105,39,2,2014-09-27,3,22,2,13,107,40,170,70,5,6.0,4.33,1.5,H
3,11,5,19,124,42,112,40,2,2014-09-28,1,13,4,12,158,52,160,53,5,3.4,3.5,2.05,H
4,10,5,16,151,65,109,40,1,2014-09-28,2,6,8,21,164,67,129,32,0,3.4,3.5,2.05,A
3,8,5,13,150,52,99,32,2,2014-10-03,3,10,5,18,115,41,113,41,2,3.1,3.4,2.25,H
2,13,2,8,122,44,123,48,6,2014-10-04,2,23,0,5,74,24,179,70,8,17.0,8.5,1.13,H
2,6,8,21,140,56,138,35,0,2014-10-04,2,22,3,17,103,40,183,71,5,8.0,5.25,1.33,A
4,5,5,15,139,52,94,32,1,2014-10-04,4,12,4,15,143,63,106,41,2,3.2,3.2,2.3,H
2,17,4,15,130,44,140,54,4,2014-10-04,5,15,2,12,124,39,138,45,3,2.88,3.6,2.3,H
5,14,4,18,157,56,113,48,1,2014-10-04,3,17,5,23,167,58,104,40,2,2.88,3.4,2.38,D
4,17,2,14,157,50,116,42,4,2014-10-05,3,15,2,11,152,56,137,49,5,4.0,3.6,1.85,D
1,14,3,10,142,46,145,48,6,2014-10-05,3,20,2,13,110,42,164,70,5,4.75,3.8,1.7,H
4,15,5,23,160,58,110,40,1,2014-10-18,2,25,0,5,73,26,190,76,8,17.0,11.0,1.1,H
2,18,4,16,104,43,170,63,4,2014-10-18,4,7,5,15,142,52,98,38,1,1.62,4.0,5.0,H
3,18,2,12,103,40,163,67,5,2014-10-18,6,11,4,17,161,59,105,44,0,2.0,3.5,3.5,A
4,14,1,8,145,51,141,55,5,2014-10-18,2,10,3,10,131,47,113,44,5,2.25,3.4,3.1,A
0,14,4,11,144,46,142,49,6,2014-10-18,5,16,1,11,145,49,115,42,4,3.0,3.4,2.3,H
2,13,5,20,114,43,112,46,3,2014-10-18,2,17,4,14,138,48,139,54,4,5.0,3.8,1.67,H
4,19,1,14,94,41,175,56,5,2014-10-18,3,7,6,15,148,58,96,30,1,2.05,3.5,3.4,D
5,16,1,10,125,35,144,50,4,2014-10-19,2,6,7,18,141,52,134,37,1,2.8,3.4,2.4,D
3,8,5,15,147,51,84,36,2,2014-10-24,4,13,5,24,156,53,103,37,1,2.63,3.4,2.55,A
5,10,5,17,153,60,106,44,0,2014-10-25,0,12,5,12,133,47,142,50,5,4.2,3.6,1.83,H
1,10,4,13,135,48,115,46,5,2014-10-25,1,17,5,16,93,40,172,60,4,11.0,6.5,1.22,A
3,10,6,18,156,62,103,33,1,2014-10-25,3,14,4,17,135,63,114,43,3,3.0,3.4,2.25,A
3,6,6,16,135,51,132,38,1,2014-10-25,2,11,6,22,114,45,107,39,2,3.2,3.4,2.2,H
2,19,3,13,141,46,129,51,5,2014-10-25,4,20,1,15,93,41,176,57,5,4.5,4.1,1.67,H
2,26,0,3,66,23,186,71,8,2014-10-26,4,16,1,8,139,49,139,53,5,1.36,4.75,8.0,D
5,16,1,12,147,54,105,43,4,2014-10-26,2,18,2,11,104,40,155,68,6,5.0,3.8,1.67,H
0,13,5,12,126,44,133,44,5,2014-10-31,2,17,4,14,155,52,107,46,4,3.8,3.6,1.91,H
1,14,6,15,88,39,173,54,3,2014-11-01,3,22,0,2,67,23,188,68,7,6.5,4.5,1.44,H
4,19,1,15,91,40,179,59,5,2014-11-01,3,5,6,15,132,49,132,36,1,2.05,3.5,3.4,H
3,18,4,20,134,68,129,54,3,2014-11-01,1,9,4,13,137,44,108,42,5,3.1,3.4,2.25,H
4,11,6,25,155,53,102,37,0,2014-11-01,5,15,1,12,164,62,103,43,4,4.33,4.0,1.73,A
2,19,2,10,114,42,166,74,6,2014-11-01,3,14,5,20,164,69,117,41,2,2.1,3.5,3.3,A
5,10,5,17,142,58,106,46,0,2014-11-02,3,8,4,11,141,47,85,36,3,3.8,3.6,1.91,A
5,16,0,8,129,29,142,50,5,2014-11-02,5,13,1,7,141,50,143,54,4,3.75,3.5,1.95,H
1,7,4,11,131,41,103,36,5,2014-11-07,2,15,5,19,117,43,111,40,3,3.5,3.4,2.05,A
3,16,3,13,142,46,131,45,4,2014-11-08,0,11,6,12,132,49,136,42,4,4.5,3.8,1.73,H
3,23,0,3,69,25,189,76,7,2014-11-08,3,17,4,19,131,64,128,56,3,1.18,7.0,13.0,A
2,14,4,13,164,53,98,42,4,2014-11-08,5,9,4,14,133,52,102,42,1,2.5,3.5,2.63,H
3,7,4,8,134,44,88,37,3,2014-11-08,5,14,1,10,136,34,141,45,4,4.0,3.8,1.8,A
5,13,2,12,153,62,111,40,3,2014-11-08,4,17,2,15,88,39,176,55,4,6.0,4.33,1.5,D
3,14,5,23,155,69,122,43,2,2014-11-08,4,12,5,24,162,50,103,42,1,2.63,3.3,2.63,H
5,15,0,5,137,43,143,58,5,2014-11-09,1,11,7,17,103,48,170,51,2,5.0,4.33,1.57,H
3,4,5,12,130,45,117,30,2,2014-11-09,2,20,2,9,114,43,162,70,6,5.25,4.2,1.57,H
5,15,2,14,135,39,153,48,3,2014-11-22,3,25,0,2,66,23,191,75,7,15.0,8.0,1.14,H
1,13,6,19,120,43,99,36,3,2014-11-22,2,11,4,11,137,46,89,41,4,3.5,3.3,2.1,A
5,15,2,15,83,36,189,59,3,2014-11-22,1,7,4,10,126,37,107,38,5,1.91,3.6,3.8,A
5,11,3,13,134,53,108,44,2,2014-11-22,5,11,2,10,167,65,103,37,3,3.4,3.3,2.15,D
3,16,5,23,137,66,124,55,2,2014-11-22,4,14,1,5,152,46,125,52,5,7.5,5.0,1.36,A
1,12,6,15,93,46,181,53,3,2014-11-22,2,14,4,14,139,46,137,45,4,1.4,4.75,7.0,D
2,21,1,7,107,35,166,71,7,2014-11-22,2,13,4,13,175,59,97,41,4,2.3,3.4,3.0,H
3,12,5,22,151,46,106,41,2,2014-11-23,2,4,6,14,133,47,108,28,2,3.75,3.6,1.91,H
0,14,5,10,138,49,135,44,5,2014-11-23,2,13,6,24,148,67,123,41,2,2.8,3.5,2.38,A
2,13,6,23,155,69,118,37,2,2014-11-28,5,13,3,15,136,52,101,43,2,3.1,3.4,2.25,A
2,6,5,11,130,47,109,29,3,2014-11-29,0,13,4,7,125,41,140,47,6,3.75,3.5,2.0,H
2,28,0,1,69,24,198,80,8,2014-11-29,1,13,5,16,111,38,106,41,4,1.18,7.5,15.0,A
0,8,5,13,132,39,106,37,5,2014-11-29,4,14,3,17,137,47,152,52,3,4.75,4.0,1.7,H
2,10,5,13,133,47,91,39,3,2014-11-29,5,14,2,14,90,40,188,56,3,6.5,4.33,1.5,H
5,13,2,12,166,62,100,37,3,2014-11-29,1,15,4,14,182,57,98,43,5,3.75,3.7,1.95,H
3,13,4,16,139,47,130,42,3,2014-11-29,2,11,6,23,153,50,103,47,2,3.25,3.5,2.2,H
2,11,6,15,89,47,172,49,2,2014-11-30,2,17,5,22,132,58,140,64,3,1.62,4.33,5.0,H
3,15,2,8,160,55,125,52,5,2014-11-30,1,21,2,8,107,37,169,62,7,3.8,3.75,1.91,H
3,17,3,19,128,47,153,53,4,2014-12-05,2,8,7,16,96,47,174,49,1,6.0,4.6,1.5,H
4,16,2,12,87,36,187,57,4,2014-12-06,2,27,0,1,66,25,199,77,8,12.0,6.0,1.25,H
0,15,4,8,120,39,136,48,6,2014-12-06,1,11,6,18,150,53,92,39,3,2.55,3.2,2.88,A
