away-draws,away-goals,away-losses,away-opposition-goals,away-opposition-shots,away-opposition-shots-on-target,away-shots,away-shots-on-target,away-wins,home-draws,home-goals,home-losses,home-opposition-goals,home-opposition-shots,home-opposition-shots-on-target,home-shots,home-shots-on-target,home-wins,odds-away,odds-draw,odds-home,result
2,21,2,9,83,37,97,53,6,2,9,5,15,111,54,72,35,3,2.38,3.4,2.88,A
2,12,5,13,91,47,75,33,3,4,12,3,12,106,51,74,44,3,3.4,3.4,2.1,H
3,22,1,6,48,21,129,54,6,3,5,6,14,70,38,63,33,1,1.29,5.0,11.0,D
2,9,5,14,116,59,78,34,3,1,6,7,25,108,54,66,32,2,4.33,3.5,1.83,H
4,20,1,7,46,22,123,51,5,2,11,6,15,90,55,75,45,2,1.4,4.5,8.0,A
1,6,5,16,100,55,73,33,4,2,22,1,7,86,34,100,57,7,3.75,3.4,2.0,D
3,16,4,16,102,47,78,40,3,2,10,6,14,100,55,69,30,2,3.4,3.4,2.1,D
3,4,6,13,80,40,62,32,1,2,21,2,13,95,42,136,79,6,17.0,7.0,1.15,H
1,19,1,5,69,34,127,62,8,3,20,1,8,85,34,93,54,6,2.4,3.3,2.88,A
4,15,3,14,96,42,75,40,3,2,21,2,12,87,40,144,85,6,12.0,6.0,1.22,H
1,7,6,23,111,52,79,40,3,4,14,1,7,46,20,118,51,5,11.0,5.75,1.25,H
2,19,2,11,78,38,154,88,6,1,21,0,3,59,29,125,61,9,2.0,3.4,3.75,H
3,3,6,15,101,52,61,31,1,4,13,4,14,101,44,72,43,2,4.2,3.3,1.91,D
4,12,3,11,90,44,71,41,3,3,18,2,10,88,37,88,50,5,3.2,3.25,2.25,D
2,11,6,17,93,58,77,46,2,3,10,5,13,97,55,67,31,2,3.75,3.4,2.0,H
2,7,6,15,129,67,81,32,2,2,5,5,16,103,56,80,36,3,4.33,3.6,1.8,D
1,20,0,3,71,37,120,58,9,4,15,0,5,41,15,121,53,6,7.0,4.33,1.44,H
1,18,3,11,75,37,152,86,6,2,11,6,17,89,56,80,45,2,1.44,4.33,7.0,A
1,7,6,15,104,48,79,37,3,5,11,4,14,105,44,76,43,1,3.2,3.25,2.25,A
3,10,5,12,96,52,61,26,2,3,5,4,13,90,52,81,38,3,2.75,3.3,2.5,H
5,12,2,10,87,38,67,35,3,3,6,5,12,118,59,77,30,2,2.38,3.25,3.0,D
4,16,2,11,89,35,97,52,4,4,3,6,16,101,54,57,27,0,2.38,3.25,2.7,D
3,6,3,10,90,47,80,39,4,1,18,1,7,74,40,111,53,8,5.25,3.5,1.62,H
2,8,7,19,79,46,79,43,1,6,12,1,9,87,38,80,40,3,4.33,3.5,1.73,H
4,18,0,5,35,13,108,48,6,1,8,5,13,103,50,77,37,4,1.44,4.2,7.5,A
5,4,5,16,107,58,62,29,0,3,6,3,7,90,44,80,39,4,4.33,3.5,1.83,H
4,5,5,12,127,61,79,32,1,2,6,8,21,86,48,78,40,0,3.4,3.5,2.05,H
4,16,2,11,92,37,108,61,4,3,6,6,13,96,50,60,19,1,3.1,3.3,2.3,A
1,17,1,7,72,42,108,51,8,1,17,3,10,71,35,137,77,6,7.0,4.0,1.5,H
1,15,2,8,72,41,97,44,7,5,4,5,15,102,58,59,29,0,1.91,3.4,4.0,A
4,15,1,8,97,43,103,58,5,2,6,7,17,81,47,86,43,1,2.75,3.3,2.5,H
3,5,6,12,92,46,71,26,1,1,18,2,7,68,32,130,68,7,12.0,5.5,1.25,H
5,7,5,14,108,46,74,42,0,4,5,5,13,120,57,78,34,1,2.6,3.25,2.7,D
3,20,0,4,39,15,108,47,7,6,14,1,9,96,42,84,39,3,1.62,3.75,5.5,A
2,4,7,17,103,56,64,27,1,1,8,5,14,98,47,80,40,4,3.25,3.3,2.2,A
4,14,2,10,98,42,105,56,4,1,9,5,15,103,48,75,39,4,2.7,3.2,2.6,H
6,14,2,12,104,46,81,36,2,1,12,2,8,71,40,94,43,7,4.33,3.6,1.8,H
3,8,2,5,81,41,80,43,5,5,8,5,15,112,51,74,43,0,2.8,3.3,2.5,H
5,3,5,14,109,61,60,30,0,2,5,6,16,103,57,76,33,2,5.0,3.75,1.67,H
1,22,2,7,70,35,130,71,7,2,21,0,3,39,14,109,49,8,3.4,3.4,2.1,H
1,8,7,18,89,50,87,42,2,4,7,5,15,114,59,85,40,1,2.75,3.3,2.5,A
5,3,5,13,106,57,59,26,0,1,14,4,13,100,45,77,41,5,5.0,3.75,1.67,H
6,14,2,12,104,47,82,35,2,3,7,3,7,76,41,76,40,4,2.63,3.3,2.63,D
3,7,6,16,121,63,87,41,1,2,5,5,12,94,45,78,35,3,5.0,3.5,1.73,A
1,12,2,8,74,41,93,45,7,1,15,3,8,97,41,84,40,6,2.25,3.25,3.2,D
6,13,2,11,106,46,83,34,2,4,3,6,14,113,58,64,28,0,2.0,3.4,3.75,D
4,9,5,14,109,51,75,43,1,1,8,6,16,88,46,92,42,3,3.2,3.3,2.25,H
3,7,5,14,118,58,89,43,2,4,12,3,14,98,42,104,53,3,5.0,3.6,1.7,H
1,23,0,2,46,15,105,49,9,2,5,5,12,96,49,87,37,3,1.44,4.33,7.0,H
3,7,3,7,78,38,80,39,4,1,19,3,8,65,35,128,70,6,12.0,6.0,1.22,H
1,9,5,14,84,43,97,44,4,5,4,5,14,113,56,59,26,0,2.3,3.2,3.1,A
6,13,2,11,93,39,85,34,2,3,8,6,15,114,57,73,42,1,2.5,3.25,2.8,A
2,13,3,7,93,38,85,39,5,3,5,4,10,88,43,74,35,3,2.8,3.25,2.5,D
4,5,6,16,111,57,49,22,0,1,21,1,4,52,20,106,50,8,17.0,7.5,1.14,H
3,13,3,13,97,41,111,58,4,1,11,2,7,77,42,89,46,7,4.5,3.5,1.8,A
1,7,5,12,95,49,90,41,4,3,7,6,15,117,54,73,42,1,2.8,3.25,2.5,H
0,9,5,13,82,43,89,37,5,4,5,3,8,83,42,86,41,3,3.0,3.2,2.38,D
0,22,3,7,63,34,136,76,7,3,5,6,15,118,62,90,41,1,1.33,5.0,9.0,A
3,12,3,7,102,43,87,40,4,5,13,2,9,90,31,92,35,3,3.8,3.3,2.0,H
3,4,7,17,109,59,49,20,0,4,15,2,9,89,35,92,34,4,7.0,4.0,1.5,H
3,12,3,12,102,43,108,55,4,0,19,3,6,61,32,130,66,7,9.5,5.5,1.29,H
1,9,3,9,78,42,87,42,6,4,15,2,10,96,36,90,31,4,2.63,3.25,2.63,H
3,9,5,12,105,47,72,44,2,3,16,2,9,79,29,87,32,5,4.75,3.6,1.73,H
5,5,3,9,83,41,82,36,2,3,5,7,15,92,50,57,21,0,2.5,3.3,2.75,D
3,5,6,14,111,55,88,38,1,1,8,4,11,78,44,72,34,5,6.5,3.8,1.53,H
1,7,5,13,92,47,88,40,4,3,11,4,14,110,48,99,45,3,3.2,3.25,2.25,H
2,12,4,9,102,42,86,44,4,0,8,6,16,103,54,94,43,4,3.2,3.25,2.25,H
2,16,2,8,73,26,78,29,6,0,21,2,5,56,30,141,72,8,8.0,4.75,1.36,A
2,13,4,14,110,48,110,53,4,5,4,3,8,85,40,78,32,2,2.63,3.25,2.63,D
3,4,7,14,92,48,60,23,0,3,7,6,15,113,52,88,42,1,3.25,3.25,2.2,H
1,9,4,12,85,48,78,37,5,1,10,4,13,72,36,91,41,5,2.4,3.25,2.9,D
0,19,3,8,61,31,125,64,7,5,4,3,8,82,37,77,29,2,1.44,4.5,6.5,A
2,12,3,12,68,32,105,49,5,1,22,1,4,56,21,110,55,8,10.0,5.25,1.29,H
2,16,2,10,71,28,74,28,6,0,8,6,17,100,56,97,45,4,2.8,3.25,2.5,H
2,11,5,11,103,46,76,39,3,3,10,5,14,100,45,85,45,2,2.75,3.2,2.6,H
2,13,3,13,77,37,100,48,5,2,13,5,13,101,48,83,42,3,2.9,3.3,2.4,A
2,13,5,16,104,44,86,47,3,1,23,1,5,52,21,114,60,8,15.0,7.0,1.17,H
5,3,4,10,83,41,77,32,1,2,16,2,9,64,27,79,33,6,5.0,3.75,1.67,H
0,10,5,17,106,62,93,48,5,2,10,4,14,85,46,81,40,4,4.5,3.6,1.8,D
3,9,5,12,96,42,69,40,2,3,12,3,12,106,45,109,52,4,3.75,3.3,2.0,D
0,20,3,8,61,31,118,62,7,2,4,8,16,80,41,54,22,0,1.29,5.5,9.5,A
0,23,1,4,54,19,112,57,9,5,3,4,11,81,38,76,30,1,1.3,5.0,10.0,A
0,21,2,7,63,31,110,58,8,2,11,6,14,97,46,86,41,2,1.5,4.0,7.0,A
3,10,3,10,80,41,88,42,4,3,10,5,13,97,45,68,37,2,2.2,3.25,3.3,D
1,12,6,16,101,41,82,43,3,0,20,2,7,65,30,117,60,8,15.0,7.0,1.17,H
2,4,8,15,82,42,56,19,0,2,14,2,11,87,38,98,46,6,6.0,3.6,1.62,A
0,21,2,8,66,30,121,59,8,2,17,1,7,61,25,81,33,7,1.7,3.6,5.0,A
0,21,1,4,54,20,113,56,9,3,12,3,12,104,45,93,49,4,1.4,4.5,8.0,A
2,11,4,15,111,51,81,43,4,1,17,2,11,63,29,76,34,7,4.0,3.4,1.91,H
1,10,4,16,105,61,81,39,5,4,10,3,11,86,43,86,44,3,4.33,3.5,1.83,D
1,13,6,16,96,38,82,42,3,2,15,2,10,81,35,111,57,6,4.33,3.5,1.83,D
0,24,1,4,54,24,120,61,9,0,19,2,8,62,27,111,51,8,2.75,3.3,2.5,D
2,11,6,12,93,45,87,40,2,2,6,7,14,96,51,59,18,1,2.5,3.3,2.75,D
4,11,4,13,88,45,74,38,2,5,1,5,12,89,41,72,26,0,2.75,3.3,2.5,A
3,13,4,12,101,55,79,42,3,3,11,5,11,93,47,93,46,2,3.1,3.4,2.25,H
5,1,5,13,92,44,85,34,0,3,14,2,11,79,33,103,53,5,3.6,3.5,2.0,A
5,13,2,13,90,47,96,46,3,2,12,5,19,111,48,83,49,3,2.63,3.3,2.63,D
1,19,1,5,67,30,115,53,8,2,13,3,13,100,54,85,43,5,1.5,4.2,6.5,A
0,20,2,12,72,38,87,38,8,1,20,1,4,67,28,124,65,8,12.0,5.5,1.25,H
3,7,6,14,99,54,69,26,1,1,11,6,14,96,35,70,36,3,3.6,3.5,2.0,A
1,21,1,5,67,27,132,74,8,3,13,4,11,102,55,81,43,3,1.29,5.25,10.0,H
4,3,5,14,92,47,87,37,1,3,7,5,11,97,49,97,46,2,3.25,3.3,2.2,A
2,11,4,17,104,61,75,39,4,0,19,3,16,85,51,81,37,7,4.0,3.6,1.85,H
3,13,3,12,77,32,104,54,4,3,8,5,13,97,58,78,34,2,2.63,3.25,2.63,H
1,11,6,14,103,41,73,40,3,2,13,4,10,101,53,83,43,4,3.5,3.3,2.1,H
6,13,2,15,101,51,92,42,2,1,20,1,5,66,30,111,54,8,10.0,5.0,1.3,H
1,20,2,7,69,29,134,75,7,3,13,4,19,111,48,86,51,3,1.3,5.0,10.0,A
1,10,7,15,102,42,74,38,2,3,6,6,13,94,49,88,45,1,3.2,3.25,2.25,A
0,20,3,15,81,46,85,41,7,1,23,1,5,64,30,119,60,8,13.0,6.0,1.22,H
2,8,5,12,102,58,90,41,3,4,5,4,10,77,39,88,37,2,3.4,3.4,2.1,H
1,19,2,7,63,28,135,71,7,6,11,3,18,111,58,90,40,1,1.44,4.33,7.0,A
3,12,4,13,84,37,102,51,3,2,12,4,10,105,54,82,42,4,3.4,3.4,2.1,H
3,13,4,16,113,45,83,49,3,2,10,5,21,113,68,64,33,3,3.1,3.4,2.25,D
2,14,3,8,99,48,84,44,5,2,7,5,11,105,59,92,41,3,2.8,3.3,2.5,A
2,6,7,14,89,47,82,40,1,3,10,5,15,86,39,96,45,2,3.0,3.25,2.38,A
3,6,4,10,76,37,80,34,3,1,11,6,13,97,37,66,35,3,3.1,3.4,2.25,D
3,11,4,21,118,74,62,37,3,1,22,1,5,58,24,135,73,8,15.0,7.0,1.17,H
5,11,4,21,114,61,86,38,1,0,18,4,16,83,50,85,39,6,3.3,3.3,2.2,H
1,23,1,4,67,33,113,60,8,4,12,4,17,109,46,88,55,2,1.25,6.0,10.0,A
3,5,4,9,80,36,81,34,3,1,9,7,15,89,47,86,45,2,3.5,3.3,2.1,D
2,16,2,7,92,47,77,44,6,3,9,5,25,127,82,59,32,2,3.5,3.3,2.1,H
5,12,4,21,113,61,77,36,1,1,26,0,2,73,40,119,64,9,9.0,4.6,1.36,D
4,11,5,22,111,50,91,60,1,0,18,4,17,82,53,90,41,6,4.33,3.5,1.83,D
1,24,1,5,60,24,146,81,8,3,9,6,17,93,46,107,49,1,1.4,4.33,8.5,A
2,8,7,18,89,48,100,44,1,2,13,3,10,102,53,81,40,5,3.1,3.25,2.3,A
3,12,4,22,131,78,69,38,3,5,11,4,21,103,47,95,64,1,3.1,3.2,2.3,D
2,25,0,3,77,43,116,63,8,3,5,4,9,80,37,80,35,3,1.53,4.0,6.0,A
2,8,6,12,85,45,90,44,2,3,9,4,9,89,30,74,38,3,2.7,3.2,2.63,H
1,18,4,18,87,55,96,43,5,6,13,3,20,115,62,82,43,1,3.8,3.3,2.0,A
3,7,4,8,93,33,82,40,3,1,16,4,16,86,51,93,42,5,5.0,3.5,1.73,D
1,23,1,4,56,23,138,78,8,2,7,6,11,89,46,91,45,2,1.33,5.0,9.0,A
6,10,4,19,109,58,74,38,0,4,11,3,19,123,70,63,36,3,2.75,3.2,2.6,H
2,16,3,15,88,51,107,44,5,1,23,1,4,56,25,152,89,8,12.0,5.5,1.25,H
2,5,6,9,107,53,86,45,2,5,8,5,18,103,58,76,40,0,5.0,3.6,1.7,H
2,26,0,3,81,46,118,66,8,2,15,3,12,100,53,84,41,5,1.4,4.5,7.5,A
4,10,3,18,126,72,67,41,3,4,5,4,7,108,40,82,38,2,2.7,3.25,2.6,A
1,7,7,16,92,46,87,39,2,6,8,4,20,97,45,87,56,0,3.0,3.3,2.3,H
1,14,4,13,100,50,78,38,5,2,5,6,11,110,57,80,42,2,3.0,3.25,2.38,H
4,5,4,7,103,43,79,40,2,1,7,7,17,93,47,93,42,2,3.4,3.2,2.2,A
2,5,5,10,84,44,85,36,3,1,27,1,5,58,26,157,91,8,16.0,6.0,1.2,A
4,11,5,18,106,59,76,44,1,5,12,4,21,101,48,99,63,1,2.6,3.3,2.63,D
2,27,0,3,79,46,116,65,8,4,9,3,17,117,67,68,42,3,1.67,3.6,5.5,A
5,11,4,20,107,54,99,59,1,1,12,5,15,95,46,77,37,4,3.1,3.4,2.25,H
2,15,4,17,94,55,110,48,4,2,6,4,8,93,49,85,37,4,2.8,3.25,2.5,D
1,7,8,19,86,46,98,41,1,4,10,5,17,100,54,80,45,1,4.75,3.4,1.8,H
2,7,5,11,111,58,86,46,3,2,28,0,2,79,48,122,71,8,10.0,6.0,1.25,H
1,23,2,6,59,25,158,89,7,4,6,3,6,102,41,80,40,3,1.36,4.75,8.5,A
2,10,4,19,120,71,65,43,4,0,25,2,6,59,29,158,87,8,12.0,5.5,1.25,H
2,26,0,2,85,51,128,74,8,3,14,4,18,94,53,107,48,3,1.53,3.8,6.5,A
3,9,5,14,99,51,81,47,2,1,14,4,15,93,45,78,37,5,2.3,3.25,3.1,D
3,9,3,10,94,48,91,42,4,3,5,4,7,108,46,90,46,3,3.1,3.2,2.3,D
1,6,6,12,111,56,79,41,3,1,6,8,19,95,52,83,31,1,3.1,3.2,2.3,D
5,13,3,16,92,46,101,54,2,2,5,6,12,113,58,75,40,2,2.88,3.3,2.4,D
2,12,4,14,84,42,75,35,4,3,13,4,15,85,44,113,50,3,5.0,3.5,1.73,H
4,5,3,6,97,36,91,44,3,3,8,5,13,91,48,80,48,2,5.0,3.5,1.73,H
4,9,2,7,92,45,80,32,4,2,10,4,18,123,69,64,41,4,4.0,3.4,1.91,A
0,25,2,5,56,27,152,80,8,1,27,0,2,85,47,128,76,9,2.88,3.3,2.4,H
2,12,5,17,81,43,75,35,3,0,25,2,6,60,28,144,79,8,17.0,6.5,1.17,H
3,12,4,16,92,47,106,47,3,2,6,7,18,101,56,97,43,1,2.4,3.25,2.9,D
3,7,5,12,110,58,85,44,2,2,10,4,17,116,67,69,44,4,3.3,3.25,2.2,H
5,13,3,16,98,49,91,51,2,4,5,3,7,94,33,82,41,3,2.75,3.3,2.5,H
3,10,4,9,76,40,79,46,3,4,10,2,6,91,45,78,35,4,2.4,3.3,2.88,H
5,13,3,17,100,52,95,54,2,1,26,0,4,85,51,129,73,9,14.0,6.0,1.2,H
4,10,2,6,96,48,77,35,4,3,9,6,20,95,53,96,48,1,3.2,3.2,2.3,H
1,10,4,16,110,62,70,43,5,4,15,3,17,88,47,105,48,3,3.25,3.3,2.2,A
4,7,3,7,97,36,90,44,3,2,10,6,19,77,44,72,31,2,2.75,3.3,2.5,H
4,11,3,9,96,47,80,33,3,4,12,4,18,116,55,87,44,2,3.3,3.25,2.2,A
3,12,5,20,98,49,91,47,2,1,26,0,4,83,50,139,75,9,13.0,6.5,1.2,H
0,25,2,6,61,29,142,81,8,3,10,4,8,69,34,82,48,3,1.67,3.8,5.0,H
4,14,4,19,88,45,101,46,2,3,8,5,11,106,57,105,52,2,3.0,3.25,2.38,H
1,13,3,13,94,50,68,44,6,3,11,5,18,103,49,86,43,2,2.8,3.2,2.5,A
0,22,3,8,64,31,142,79,7,4,12,4,15,108,50,85,41,2,1.36,4.75,8.5,D
3,8,4,9,95,39,83,43,3,1,22,0,3,79,43,140,75,9,16.0,6.0,1.2,D
2,10,6,19,75,44,79,34,2,3,13,3,10,97,50,76,36,4,3.75,3.4,2.0,H
2,15,3,10,92,47,81,39,5,3,14,5,21,85,44,97,43,2,3.75,3.4,2.0,D
3,11,5,22,113,61,54,24,2,2,10,6,18,74,42,72,33,2,4.33,3.5,1.83,D
4,14,4,17,111,54,87,44,2,1,11,3,13,93,51,66,41,6,4.0,3.4,1.91,D
3,11,5,17,107,49,96,46,2,3,9,4,10,109,51,79,42,3,3.4,3.4,2.1,A
2,11,5,12,107,56,102,51,3,1,21,3,11,69,37,134,72,6,10.0,6.0,1.25,H
1,22,0,3,81,41,152,84,9,2,12,3,5,66,32,82,44,5,1.73,3.5,5.0,A
1,22,0,3,87,49,147,78,9,2,12,5,13,110,58,97,47,3,1.5,4.0,7.0,A
3,13,5,19,113,55,98,47,2,1,21,3,12,71,38,143,75,6,13.0,6.0,1.22,D
4,13,5,21,78,42,101,45,1,3,12,5,23,107,59,57,25,2,2.2,3.3,3.3,A
4,14,4,17,115,56,91,47,2,2,12,3,6,68,34,90,54,5,5.0,3.5,1.73,A
1,11,3,13,97,54,70,43,6,3,11,5,18,77,40,72,36,2,2.5,3.2,2.8,A
3,10,5,13,109,51,83,45,2,3,15,2,8,89,41,72,35,5,3.1,3.2,2.3,A
2,10,6,24,119,65,59,25,2,4,12,4,15,106,51,97,47,2,4.5,3.5,1.8,A
2,10,6,18,78,40,81,40,2,4,11,4,16,124,58,84,42,2,3.6,3.25,2.1,A
3,16,5,21,77,41,90,44,2,1,22,0,4,88,51,148,79,9,12.0,5.5,1.25,H
2,12,3,6,64,28,100,54,5,2,10,5,12,92,44,89,45,3,2.4,3.3,2.88,D
2,20,3,12,74,39,126,66,5,1,13,3,15,100,55,63,37,6,1.53,4.0,6.0,A
1,13,4,17,102,56,61,35,5,2,13,5,14,94,50,98,49,3,2.8,3.2,2.5,A
3,9,3,6,69,33,105,53,4,3,16,5,19,68,37,89,43,2,2.8,3.25,2.5,H
3,14,5,22,125,60,82,44,2,4,11,4,14,103,50,95,50,2,2.88,3.4,2.38,D
2,17,3,12,72,39,114,61,5,2,16,5,19,74,39,88,47,3,1.44,4.33,7.0,A
3,15,2,8,97,42,74,35,5,1,22,0,5,88,48,140,75,9,11.0,5.0,1.29,D
2,10,6,24,119,66,57,24,2,3,10,4,11,98,44,98,48,3,5.0,3.6,1.7,H
2,10,7,26,128,70,61,26,1,2,19,2,11,71,39,106,59,6,17.0,6.5,1.17,H
3,10,4,11,96,46,108,53,3,2,19,2,12,64,33,109,59,6,12.0,5.5,1.25,H
2,14,5,13,90,46,102,51,3,2,9,7,24,138,73,59,26,1,2.2,3.4,3.2,D
2,15,5,19,69,37,81,44,3,2,9,4,7,67,33,100,48,4,4.33,3.5,1.83,H
3,17,4,18,72,39,86,40,3,1,15,3,15,97,50,59,32,6,3.2,3.4,2.2,D
5,12,3,13,104,53,93,50,2,4,14,2,8,89,42,74,34,4,3.4,3.4,2.1,H
2,20,0,5,85,46,134,75,8,4,14,4,21,121,60,89,50,2,1.5,4.0,7.0,H
3,14,2,6,83,38,74,31,5,2,9,4,8,65,30,99,53,4,4.0,3.2,2.0,A
3,15,5,15,85,45,98,47,2,4,12,4,19,125,64,90,52,2,3.25,3.25,2.2,H
3,10,6,24,141,72,59,29,1,2,19,1,6,80,47,131,75,7,21.0,7.0,1.14,H
2,14,6,20,74,45,77,41,2,3,10,4,14,97,49,99,45,3,3.4,3.4,2.1,A
2,20,2,12,64,32,107,61,6,3,14,4,15,67,36,82,41,3,1.62,3.75,5.5,A
2,11,5,16,101,53,97,45,3,3,15,5,15,73,41,93,45,2,3.5,3.3,2.1,D
1,9,5,9,63,28,101,54,4,2,19,1,8,55,27,113,60,7,9.0,5.0,1.33,H
2,17,1,5,81,44,136,76,7,4,13,4,16,107,53,88,45,2,1.44,4.2,7.5,A
3,14,4,15,66,34,73,37,3,1,15,6,20,77,46,83,43,3,2.5,3.3,2.75,A
2,11,3,13,98,55,58,32,5,2,16,2,7,80,38,70,31,6,2.8,3.3,2.5,A
3,17,5,17,69,38,94,44,2,2,13,3,10,81,39,73,26,5,3.25,3.2,2.25,A
3,11,5,16,100,50,80,39,2,2,17,5,16,77,43,89,43,3,3.6,3.25,2.1,H
2,9,7,24,143,69,55,26,1,1,7,6,10,70,32,100,55,3,6.0,3.75,1.57,H
3,14,4,16,65,35,70,34,3,3,12,4,17,116,61,89,52,3,2.88,3.3,2.4,D
3,13,4,16,104,56,104,48,3,2,14,2,9,92,48,61,35,6,4.0,3.4,1.91,D
1,16,6,20,74,43,82,44,3,2,15,1,5,84,44,123,68,7,13.0,6.0,1.22,H
2,18,1,8,55,26,114,61,7,2,12,4,12,81,39,79,31,4,1.5,4.0,6.5,A
4,13,3,15,124,63,91,52,3,2,20,0,6,52,25,119,65,8,12.0,5.5,1.25,H
2,8,6,14,96,47,84,41,2,3,12,4,14,65,32,82,37,3,4.5,3.4,1.83,H
2,10,4,11,93,48,73,32,4,2,9,7,24,142,67,58,24,1,2.2,3.3,3.3,A
3,15,1,7,101,52,66,40,6,1,11,5,8,72,31,109,59,4,3.5,3.3,2.1,H
2,18,4,15,82,47,84,37,4,1,17,6,20,82,47,89,47,3,2.88,3.3,2.4,H
2,15,1,6,89,47,115,67,7,4,11,4,17,108,60,109,53,2,1.44,4.2,7.5,H
1,11,5,8,62,25,120,64,4,2,15,5,17,87,49,62,27,3,2.5,3.3,2.75,D
2,15,2,8,88,49,105,58,6,1,19,0,4,46,20,115,61,9,3.75,3.3,2.0,H
1,17,6,20,83,46,91,47,3,2,6,7,15,93,49,82,42,1,3.0,3.25,2.38,D
4,14,3,15,111,58,90,52,3,2,11,4,10,82,41,76,32,4,3.1,3.25,2.3,H
3,14,3,12,65,33,83,38,4,4,12,3,16,105,56,114,55,3,2.5,3.25,2.8,D
3,12,5,16,83,50,62,25,2,4,15,2,11,72,37,88,46,4,3.75,3.4,2.0,A
1,18,0,3,50,21,114,63,9,2,9,7,23,125,60,53,21,1,1.25,5.5,12.0,A
2,9,5,8,67,26,116,62,3,3,7,6,15,85,42,77,41,1,2.25,3.25,3.2,A
4,13,3,17,98,52,115,56,3,4,13,3,15,116,61,91,51,3,3.5,3.3,2.1,H
3,14,2,9,111,54,61,36,5,1,14,3,8,90,52,92,47,6,9.0,5.0,1.33,H
3,12,3,13,112,57,88,48,4,3,13,4,15,80,52,67,28,3,3.5,3.3,2.1,D
3,16,3,13,78,41,91,51,4,0,21,0,3,44,17,114,62,10,13.0,6.0,1.22,H
3,8,6,17,89,46,74,40,1,2,9,7,24,126,59,55,21,1,2.5,3.3,2.75,A
4,12,3,16,99,51,109,52,3,2,12,4,7,67,24,114,58,4,5.0,3.5,1.73,H
2,18,5,19,77,43,95,49,3,3,11,3,11,119,61,61,36,4,4.0,3.4,1.91,A
1,15,3,8,78,42,99,53,6,2,11,4,10,91,46,77,35,4,1.53,4.0,6.0,A
3,10,4,12,119,63,60,34,3,3,13,4,14,83,46,81,45,3,3.4,3.3,2.15,D
1,12,5,12,100,53,82,36,4,3,8,6,17,83,44,76,43,1,2.6,3.2,2.75,A
2,17,3,8,69,26,103,57,5,1,18,5,18,78,43,95,49,4,2.4,3.3,2.9,H
1,10,8,26,125,62,57,25,1,3,12,3,13,110,53,80,44,4,5.5,4.0,1.57,A
4,12,3,13,77,50,67,24,3,1,15,3,8,77,38,108,59,6,10.0,4.75,1.33,D
0,21,0,3,45,17,120,66,10,4,13,4,21,98,53,106,53,2,1.36,4.75,8.5,A
1,12,7,22,120,55,59,28,2,3,11,4,13,116,60,60,35,3,5.75,3.75,1.6,H
1,12,8,25,119,55,65,31,1,5,12,2,12,92,56,63,26,3,6.0,3.8,1.57,H
3,13,5,23,92,52,109,53,2,1,17,4,15,81,43,92,47,5,3.4,3.4,2.1,D
1,15,4,13,97,52,82,36,5,3,11,4,12,113,58,61,36,3,3.25,3.3,2.2,H
2,10,7,20,84,43,77,42,1,2,13,3,8,79,41,118,62,5,10.0,6.0,1.25,H
3,11,4,16,99,53,82,43,3,1,11,8,24,119,54,61,31,1,2.1,3.4,3.4,D
0,21,0,3,56,20,117,65,10,1,17,4,9,66,25,99,55,5,1.7,3.6,5.0,A
2,11,4,12,86,46,90,39,4,0,23,0,2,57,21,113,62,10,12.0,5.5,1.25,H
1,17,3,8,83,44,128,63,6,2,11,7,23,113,53,61,32,1,1.29,5.0,11.0,A
4,10,2,9,89,54,69,30,4,2,10,7,23,100,49,79,43,1,2.75,3.2,2.6,D
1,17,4,12,74,28,99,55,5,4,9,3,11,92,46,88,46,3,2.63,3.25,2.63,D
4,13,3,12,84,47,87,47,3,0,17,5,16,99,51,94,46,5,2.7,3.2,2.63,A
3,13,3,12,125,66,68,39,4,4,11,5,22,96,51,102,51,1,2.88,3.2,2.5,D
5,11,4,17,87,43,107,53,1,4,17,3,13,85,46,94,51,3,4.75,3.6,1.73,D
2,11,4,11,83,45,89,36,4,1,9,8,24,116,57,61,31,1,2.1,3.3,3.5,D
2,16,4,12,72,28,93,46,4,4,11,3,11,123,65,70,39,3,2.8,3.25,2.5,H
4,9,3,11,93,44,77,38,3,1,21,2,8,81,42,131,64,7,8.0,4.75,1.36,A
0,15,6,20,103,54,92,44,4,5,10,1,7,94,54,71,30,4,3.3,3.25,2.2,D
0,19,0,2,56,21,105,56,10,2,9,7,22,89,41,80,41,1,1.33,5.0,9.0,A
4,9,3,11,95,45,76,33,3,4,17,3,13,83,43,91,46,3,4.33,3.5,1.83,H
2,9,7,23,107,53,62,31,1,0,23,0,2,61,21,105,61,10,21.0,7.5,1.13,H
2,8,7,24,91,46,82,40,1,3,14,3,11,126,64,78,43,4,5.0,3.5,1.73,H
3,15,3,14,126,69,86,49,4,0,24,0,2,60,23,124,72,10,9.0,5.0,1.33,H
4,21,2,12,75,42,111,57,4,2,15,4,13,81,35,98,48,4,3.0,3.25,2.38,A
2,11,7,26,102,54,84,42,1,4,7,4,15,116,55,77,33,2,4.0,3.4,1.91,A
2,9,7,21,118,61,57,32,1,1,13,6,19,108,52,95,46,3,5.5,3.75,1.62,H
5,8,1,5,93,53,75,29,4,6,10,3,15,81,40,102,50,1,3.0,3.25,2.38,D
1,19,3,8,81,41,125,64,6,3,11,3,10,77,35,91,37,4,1.57,3.6,5.5,A
