,round_epochs,val_loss,val_acc,loss,acc,first_neuron,normalize,nr_hidden_layers,hidden_layers,optimizer,batch_size,epochs
0,100,1.0449570881217352,0.5261984392419174,1.020495915093948,0.5527950316824186,20,True,1,15,rmsprop,64,100
1,100,1.0509053586983228,0.5228539576365663,1.0237888564234194,0.5508838987811809,15,True,1,20,adam,64,100
2,200,1.1115171409636702,0.5273132674404344,1.08159208081296,0.5437171528969321,20,False,2,20,rmsprop,512,200
3,100,1.1387493369837136,0.5172798273422513,1.1102928442073334,0.544194936011889,15,True,2,10,sgd,512,100
4,50,1.2017180530256784,0.5239687972642905,1.175512594579796,0.5403726714339714,15,False,2,20,adam,512,50
5,100,1.0153599731632432,0.5195094760312151,0.9873287275084683,0.5475394176741963,10,False,0,10,adam,64,100
6,200,1.048406153884088,0.5228539576365663,1.0227309062728116,0.5556617300304225,20,True,0,10,sgd,64,200
7,50,1.114476914389875,0.5183946498261647,1.0856606567868534,0.5217391310043444,20,True,0,15,sgd,512,50
8,200,1.0298361334380763,0.5183946475004538,0.9989990118412213,0.5484949837332415,15,False,0,10,adam,256,200
9,200,1.0099441825745497,0.5273132664437012,0.9831559363587075,0.5537505976845075,20,True,0,10,rmsprop,64,200
10,50,1.1454386850663252,0.5105908592475563,1.1225446128298435,0.5303392260625951,15,False,2,10,sgd,256,50
11,100,1.1403483815549342,0.5239687905529536,1.119259791857195,0.5346392743962266,10,True,2,15,sgd,512,100
12,50,1.0855303815376,0.5239687848383501,1.0607331404547,0.5499283326367015,10,True,2,15,adam,64,50
13,100,1.0310594857469981,0.5228539576365663,1.0051395766654199,0.5499283331065901,20,False,2,20,rmsprop,64,100
14,100,1.0853276175665882,0.5195094779250082,1.0659186784240315,0.5351170574542272,20,False,0,15,sgd,256,100
15,50,1.0634476450108896,0.516165004858338,1.0405609842356005,0.5379837558307092,15,False,0,20,rmsprop,512,50
16,100,1.2098145270958924,0.5195094779250082,1.1884767375833043,0.5413282374645384,15,True,2,20,sgd,256,100
17,100,1.0847823249057782,0.5228539589987684,1.0603679674297102,0.5437171530108446,15,False,1,20,rmsprop,256,100
18,50,1.0822830458016965,0.5250836120401338,1.0566477799495326,0.5461060678594373,20,False,1,10,rmsprop,64,50
19,200,1.0100475399523408,0.5206243032329989,0.9829219299187457,0.5489727663783097,15,False,0,15,rmsprop,64,200
20,50,1.13770498586206,0.5217391381428527,1.1182503056081925,0.5461060684717163,20,True,1,20,rmsprop,512,50
21,100,1.0891063495091637,0.5072463791705294,1.0650438105040512,0.5360726236556628,20,False,0,15,sgd,512,100
22,50,1.1614192010566942,0.5183946511883667,1.135396559330703,0.5384615389456661,15,False,2,15,adam,512,50
23,50,1.0928240268924165,0.5183946488294314,1.0667643322650746,0.5446727186000011,20,False,1,15,adam,64,50
24,50,1.077002443198775,0.521739128574214,1.0611014341089182,0.5298614435314392,15,True,0,15,sgd,256,50
25,200,1.1731956940696657,0.5217391408672567,1.1535818456635198,0.535594840569184,10,True,2,20,sgd,512,200
26,50,1.134453398992651,0.5284280917849163,1.1180272657109174,0.5365504061583406,15,True,2,10,sgd,256,50
